id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2212.13345v1,The Forward-Forward Algorithm: Some Preliminary Investigations,Machine Learning,cs.LG,2022-12-27,12/27/22,['Geoffrey Hinton'],'Geoffrey Hinton',"The aim of this paper is to introduce a new learning procedure for neural
networks and to demonstrate that it works well enough on a few small problems
to be worth further investigation. The Forward-Forward algorithm replaces the
forward and backward passes of backpropagation by two forward passes, one with
positive (i.e. real) data and the other with negative data which could be
generated by the network itself. Each layer has its own objective function
which is simply to have high goodness for positive data and low goodness for
negative data. The sum of the squared activities in a layer can be used as the
goodness but there are many other possibilities, including minus the sum of the
squared activities. If the positive and negative passes could be separated in
time, the negative passes could be done offline, which would make the learning
much simpler in the positive pass and allow video to be pipelined through the
network without ever storing activities or stopping to propagate derivatives.",167
abs-2410.22954v1,Retrieval-Augmented Generation with Estimation of Source Reliability,Machine Learning,cs.LG,2024-10-30,10/30/24,"['Jeongyeon Hwang', 'Junyoung Park', 'Hyejin Park', 'Sangdon Park', 'Jungseul Ok']",'Jeongyeon Hwang',"Retrieval-augmented generation (RAG) addresses key limitations of large
language models (LLMs), such as hallucinations and outdated knowledge, by
incorporating external databases. These databases typically consult multiple
sources to encompass up-to-date and various information. However, standard RAG
methods often overlook the heterogeneous source reliability in the multi-source
database and retrieve documents solely based on relevance, making them prone to
propagating misinformation. To address this, we propose Reliability-Aware RAG
(RA-RAG) which estimates the reliability of multiple sources and incorporates
this information into both retrieval and aggregation processes. Specifically,
it iteratively estimates source reliability and true answers for a set of
queries with no labelling. Then, it selectively retrieves relevant documents
from a few of reliable sources and aggregates them using weighted majority
voting, where the selective retrieval ensures scalability while not
compromising the performance. We also introduce a benchmark designed to reflect
real-world scenarios with heterogeneous source reliability and demonstrate the
effectiveness of RA-RAG compared to a set of baselines.",158
abs-2310.07668v1,GRaMuFeN: Graph-based Multi-modal Fake News Detection in Social Media,Machine Learning,cs.LG,2023-10-11,10/11/23,"['Makan Kananian', 'Fatima Badiei', 'S. AmirAli Gh. Ghahramani']",'Makan Kananian',"The proliferation of social media platforms such as Twitter, Instagram, and
Weibo has significantly enhanced the dissemination of false information. This
phenomenon grants both individuals and governmental entities the ability to
shape public opinions, highlighting the need for deploying effective detection
methods. In this paper, we propose GraMuFeN, a model designed to detect fake
content by analyzing both the textual and image content of news. GraMuFeN
comprises two primary components: a text encoder and an image encoder. For
textual analysis, GraMuFeN treats each text as a graph and employs a Graph
Convolutional Neural Network (GCN) as the text encoder. Additionally, the
pre-trained ResNet-152, as a Convolutional Neural Network (CNN), has been
utilized as the image encoder. By integrating the outputs from these two
encoders and implementing a contrastive similarity loss function, GraMuFeN
achieves remarkable results. Extensive evaluations conducted on two publicly
available benchmark datasets for social media news indicate a 10 % increase in
micro F1-Score, signifying improvement over existing state-of-the-art models.
These findings underscore the effectiveness of combining GCN and CNN models for
detecting fake news in multi-modal data, all while minimizing the additional
computational burden imposed by model parameters.",191
abs-2408.06799v2,"On a Scale-Invariant Approach to Bundle Recommendations in Candy Crush
  Saga",Machine Learning,cs.LG,2024-08-13,8/14/24,"['Styliani Katsarou', 'Francesca Carminati', 'Martin Dlask', 'Marta Braojos', 'Lavena Patra', 'Richard Perkins', 'Carlos Garcia Ling', 'Maria Paskevich']",'Styliani Katsarou',"A good understanding of player preferences is crucial for increasing content
relevancy, especially in mobile games. This paper illustrates the use of
attentive models for producing item recommendations in a mobile game scenario.
The methodology comprises a combination of supervised and unsupervised
approaches to create user-level recommendations while introducing a novel
scale-invariant approach to the prediction. The methodology is subsequently
applied to a bundle recommendation in Candy Crush Saga. The strategy of
deployment, maintenance, and monitoring of ML models that are scaled up to
serve millions of users is presented, along with the best practices and design
patterns adopted to minimize technical debt typical of ML systems. The
recommendation approach is evaluated both offline and online, with a focus on
understanding the increase in engagement, click- and take rates, novelty
effects, recommendation diversity, and the impact of degenerate feedback loops.
We have demonstrated that the recommendation enhances user engagement by 30%
concerning click rate and by more than 40% concerning take rate. In addition,
we empirically quantify the diminishing effects of recommendation accuracy on
user engagement.",176
abs-2201.06769v1,DEFER: Distributed Edge Inference for Deep Neural Networks,Machine Learning,cs.LG,2022-01-18,1/18/22,"['Arjun Parthasarathy', 'Bhaskar Krishnamachari']",'Arjun Parthasarathy',"Modern machine learning tools such as deep neural networks (DNNs) are playing
a revolutionary role in many fields such as natural language processing,
computer vision, and the internet of things. Once they are trained, deep
learning models can be deployed on edge computers to perform classification and
prediction on real-time data for these applications. Particularly for large
models, the limited computational and memory resources on a single edge device
can become the throughput bottleneck for an inference pipeline. To increase
throughput and decrease per-device compute load, we present DEFER (Distributed
Edge inFERence), a framework for distributed edge inference, which partitions
deep neural networks into layers that can be spread across multiple compute
nodes. The architecture consists of a single ""dispatcher"" node to distribute
DNN partitions and inference data to respective compute nodes. The compute
nodes are connected in a series pattern where each node's computed result is
relayed to the subsequent node. The result is then returned to the Dispatcher.
We quantify the throughput, energy consumption, network payload, and overhead
for our framework under realistic network conditions using the CORE network
emulator. We find that for the ResNet50 model, the inference throughput of
DEFER with 8 compute nodes is 53% higher and per node energy consumption is 63%
lower than single device inference. We further reduce network communication
demands and energy consumption using the ZFP serialization and LZ4 compression
algorithms. We have implemented DEFER in Python using the TensorFlow and Keras
ML libraries, and have released DEFER as an open-source framework to benefit
the research community.",256
abs-2408.15284v1,Recent advances in Meta-model of Optimal Prognosis,Machine Learning,cs.LG,2024-08-23,8/23/24,"['Thomas Most', 'Johannes Will']",'Thomas Most',"In real case applications within the virtual prototyping process, it is not
always possible to reduce the complexity of the physical models and to obtain
numerical models which can be solved quickly. Usually, every single numerical
simulation takes hours or even days. Although the progresses in numerical
methods and high performance computing, in such cases, it is not possible to
explore various model configurations, hence efficient surrogate models are
required.
  Generally the available meta-model techniques show several advantages and
disadvantages depending on the investigated problem. In this paper we present
an automatic approach for the selection of the optimal suitable meta-model for
the actual problem. Together with an automatic reduction of the variable space
using advanced filter techniques an efficient approximation is enabled also for
high dimensional problems.",128
abs-2406.12282v1,"SAGDFN: A Scalable Adaptive Graph Diffusion Forecasting Network for
  Multivariate Time Series Forecasting",Machine Learning,cs.LG,2024-06-18,6/18/24,"['Yue Jiang', 'Xiucheng Li', 'Yile Chen', 'Shuai Liu', 'Weilong Kong', 'Antonis F. Lentzakis', 'Gao Cong']",'Yue Jiang',"Time series forecasting is essential for our daily activities and precise
modeling of the complex correlations and shared patterns among multiple time
series is essential for improving forecasting performance. Spatial-Temporal
Graph Neural Networks (STGNNs) are widely used in multivariate time series
forecasting tasks and have achieved promising performance on multiple
real-world datasets for their ability to model the underlying complex spatial
and temporal dependencies. However, existing studies have mainly focused on
datasets comprising only a few hundred sensors due to the heavy computational
cost and memory cost of spatial-temporal GNNs. When applied to larger datasets,
these methods fail to capture the underlying complex spatial dependencies and
exhibit limited scalability and performance. To this end, we present a Scalable
Adaptive Graph Diffusion Forecasting Network (SAGDFN) to capture complex
spatial-temporal correlation for large-scale multivariate time series and
thereby, leading to exceptional performance in multivariate time series
forecasting tasks. The proposed SAGDFN is scalable to datasets of thousands of
nodes without the need of prior knowledge of spatial correlation. Extensive
experiments demonstrate that SAGDFN achieves comparable performance with
state-of-the-art baselines on one real-world dataset of 207 nodes and
outperforms all state-of-the-art baselines by a significant margin on three
real-world datasets of 2000 nodes.",200
abs-2003.13367v2,Neural Communication Systems with Bandwidth-limited Channel,Machine Learning,cs.LG,2020-03-30,4/1/20,"['Karen Ullrich', 'Fabio Viola', 'Danilo Jimenez Rezende']",'Karen Ullrich',"Reliably transmitting messages despite information loss due to a noisy
channel is a core problem of information theory. One of the most important
aspects of real world communication, e.g. via wifi, is that it may happen at
varying levels of information transfer. The bandwidth-limited channel models
this phenomenon. In this study we consider learning coding with the
bandwidth-limited channel (BWLC). Recently, neural communication models such as
variational autoencoders have been studied for the task of source compression.
We build upon this work by studying neural communication systems with the BWLC.
Specifically,we find three modelling choices that are relevant under expected
information loss. First, instead of separating the sub-tasks of compression
(source coding) and error correction (channel coding), we propose to model both
jointly. Framing the problem as a variational learning problem, we conclude
that joint systems outperform their separate counterparts when coding is
performed by flexible learnable function approximators such as neural networks.
To facilitate learning, we introduce a differentiable and computationally
efficient version of the bandwidth-limited channel. Second, we propose a design
to model missing information with a prior, and incorporate this into the
channel model. Finally, sampling from the joint model is improved by
introducing auxiliary latent variables in the decoder. Experimental results
justify the validity of our design decisions through improved distortion and
FID scores.",218
abs-2107.06336v2,"Improving Cooperative Game Theory-based Data Valuation via Data Utility
  Learning",Machine Learning,cs.LG,2021-07-13,4/7/22,"['Tianhao Wang', 'Yu Yang', 'Ruoxi Jia']",'Tianhao Wang',"The Shapley value (SV) and Least core (LC) are classic methods in cooperative
game theory for cost/profit sharing problems. Both methods have recently been
proposed as a principled solution for data valuation tasks, i.e., quantifying
the contribution of individual datum in machine learning. However, both SV and
LC suffer computational challenges due to the need for retraining models on
combinatorially many data subsets. In this work, we propose to boost the
efficiency in computing Shapley value or Least core by learning to estimate the
performance of a learning algorithm on unseen data combinations. Theoretically,
we derive bounds relating the error in the predicted learning performance to
the approximation error in SV and LC. Empirically, we show that the proposed
method can significantly improve the accuracy of SV and LC estimation.",130
abs-2202.05567v1,Shuffle Private Linear Contextual Bandits,Machine Learning,cs.LG,2022-02-11,2/11/22,"['Sayak Ray Chowdhury', 'Xingyu Zhou']",'Sayak Ray Chowdhury',"Differential privacy (DP) has been recently introduced to linear contextual
bandits to formally address the privacy concerns in its associated personalized
services to participating users (e.g., recommendations). Prior work largely
focus on two trust models of DP: the central model, where a central server is
responsible for protecting users sensitive data, and the (stronger) local
model, where information needs to be protected directly on user side. However,
there remains a fundamental gap in the utility achieved by learning algorithms
under these two privacy models, e.g., $\tilde{O}(\sqrt{T})$ regret in the
central model as compared to $\tilde{O}(T^{3/4})$ regret in the local model, if
all users are unique within a learning horizon $T$. In this work, we aim to
achieve a stronger model of trust than the central model, while suffering a
smaller regret than the local model by considering recently popular shuffle
model of privacy. We propose a general algorithmic framework for linear
contextual bandits under the shuffle trust model, where there exists a trusted
shuffler in between users and the central server, that randomly permutes a
batch of users data before sending those to the server. We then instantiate
this framework with two specific shuffle protocols: one relying on privacy
amplification of local mechanisms, and another incorporating a protocol for
summing vectors and matrices of bounded norms. We prove that both these
instantiations lead to regret guarantees that significantly improve on that of
the local model, and can potentially be of the order $\tilde{O}(T^{3/5})$ if
all users are unique. We also verify this regret behavior with simulations on
synthetic data. Finally, under the practical scenario of non-unique users, we
show that the regret of our shuffle private algorithm scale as
$\tilde{O}(T^{2/3})$, which matches that the central model could achieve in
this case.",291
abs-2006.06878v1,"Optimization Theory for ReLU Neural Networks Trained with Normalization
  Layers",Machine Learning,cs.LG,2020-06-11,6/11/20,"['Yonatan Dukler', 'Quanquan Gu', 'Guido Montúfar']",'Yonatan Dukler',"The success of deep neural networks is in part due to the use of
normalization layers. Normalization layers like Batch Normalization, Layer
Normalization and Weight Normalization are ubiquitous in practice, as they
improve generalization performance and speed up training significantly.
Nonetheless, the vast majority of current deep learning theory and non-convex
optimization literature focuses on the un-normalized setting, where the
functions under consideration do not exhibit the properties of commonly
normalized neural networks. In this paper, we bridge this gap by giving the
first global convergence result for two-layer neural networks with ReLU
activations trained with a normalization layer, namely Weight Normalization.
Our analysis shows how the introduction of normalization layers changes the
optimization landscape and can enable faster convergence as compared with
un-normalized neural networks.",126
abs-2002.05138v3,Regret Bounds for Discounted MDPs,Machine Learning,cs.LG,2020-02-12,5/27/21,"['Shuang Liu', 'Hao Su']",'Shuang Liu',"Reinforcement learning (RL) has traditionally been understood from an
episodic perspective; the concept of non-episodic RL, where there is no restart
and therefore no reliable recovery, remains elusive. A fundamental question in
non-episodic RL is how to measure the performance of a learner and derive
algorithms to maximize such performance. Conventional wisdom is to maximize the
difference between the average reward received by the learner and the maximal
long-term average reward. In this paper, we argue that if the total time budget
is relatively limited compared to the complexity of the environment, such
comparison may fail to reflect the finite-time optimality of the learner. We
propose a family of measures, called $\gamma$-regret, which we believe to
better capture the finite-time optimality. We give motivations and derive lower
and upper bounds for such measures. Note: A follow-up work (arXiv:2010.00587)
has improved both our lower and upper bound, the gap is now closed at
$\tilde{\Theta}\left(\frac{\sqrt{SAT}}{(1 - \gamma)^{\frac{1}{2}}}\right)$.",155
abs-2412.07326v1,"Addressing Key Challenges of Adversarial Attacks and Defenses in the
  Tabular Domain: A Methodological Framework for Coherence and Consistency",Machine Learning,cs.LG,2024-12-10,12/10/24,"['Yael Itzhakev', 'Amit Giloni', 'Yuval Elovici', 'Asaf Shabtai']",'Yael Itzhakev',"Machine learning models trained on tabular data are vulnerable to adversarial
attacks, even in realistic scenarios where attackers have access only to the
model's outputs. Researchers evaluate such attacks by considering metrics like
success rate, perturbation magnitude, and query count. However, unlike other
data domains, the tabular domain contains complex interdependencies among
features, presenting a unique aspect that should be evaluated: the need for the
attack to generate coherent samples and ensure feature consistency for
indistinguishability. Currently, there is no established methodology for
evaluating adversarial samples based on these criteria. In this paper, we
address this gap by proposing new evaluation criteria tailored for tabular
attacks' quality; we defined anomaly-based framework to assess the
distinguishability of adversarial samples and utilize the SHAP explainability
technique to identify inconsistencies in the model's decision-making process
caused by adversarial samples. These criteria could form the basis for
potential detection methods and be integrated into established evaluation
metrics for assessing attack's quality Additionally, we introduce a novel
technique for perturbing dependent features while maintaining coherence and
feature consistency within the sample. We compare different attacks'
strategies, examining black-box query-based attacks and transferability-based
gradient attacks across four target models. Our experiments, conducted on
benchmark tabular datasets, reveal significant differences between the examined
attacks' strategies in terms of the attacker's risk and effort and the attacks'
quality. The findings provide valuable insights on the strengths, limitations,
and trade-offs of various adversarial attacks in the tabular domain, laying a
foundation for future research on attacks and defense development.",250
abs-2109.04983v2,A Neural Tangent Kernel Perspective of Infinite Tree Ensembles,Machine Learning,cs.LG,2021-09-10,3/21/22,"['Ryuichi Kanoh', 'Mahito Sugiyama']",'Ryuichi Kanoh',"In practical situations, the tree ensemble is one of the most popular models
along with neural networks. A soft tree is a variant of a decision tree.
Instead of using a greedy method for searching splitting rules, the soft tree
is trained using a gradient method in which the entire splitting operation is
formulated in a differentiable form. Although ensembles of such soft trees have
been used increasingly in recent years, little theoretical work has been done
to understand their behavior. By considering an ensemble of infinite soft
trees, this paper introduces and studies the Tree Neural Tangent Kernel (TNTK),
which provides new insights into the behavior of the infinite ensemble of soft
trees. Using the TNTK, we theoretically identify several non-trivial
properties, such as global convergence of the training, the equivalence of the
oblivious tree structure, and the degeneracy of the TNTK induced by the
deepening of the trees.",150
abs-2302.10779v1,"Physics-Informed Long Short-Term Memory for Forecasting and
  Reconstruction of Chaos",Machine Learning,cs.LG,2023-02-03,2/3/23,"['Elise Özalp', 'Georgios Margazoglou', 'Luca Magri']",'Elise Özalp',"We present the Physics-Informed Long Short-Term Memory (PI-LSTM) network to
reconstruct and predict the evolution of unmeasured variables in a chaotic
system. The training is constrained by a regularization term, which penalizes
solutions that violate the system's governing equations. The network is
showcased on the Lorenz-96 model, a prototypical chaotic dynamical system, for
a varying number of variables to reconstruct. First, we show the PI-LSTM
architecture and explain how to constrain the differential equations, which is
a non-trivial task in LSTMs. Second, the PI-LSTM is numerically evaluated in
the long-term autonomous evolution to study its ergodic properties. We show
that it correctly predicts the statistics of the unmeasured variables, which
cannot be achieved without the physical constraint. Third, we compute the
Lyapunov exponents of the network to infer the key stability properties of the
chaotic system. For reconstruction purposes, adding the physics-informed loss
qualitatively enhances the dynamical behaviour of the network, compared to a
data-driven only training. This is quantified by the agreement of the Lyapunov
exponents. This work opens up new opportunities for state reconstruction and
learning of the dynamics of nonlinear systems.",184
abs-2008.13235v1,"An Objective for Hierarchical Clustering in Euclidean Space and its
  Connection to Bisecting K-means",Machine Learning,cs.LG,2020-08-30,8/30/20,"['Benjamin Moseley', 'Yuyan Wang']",'Benjamin Moseley',"This paper explores hierarchical clustering in the case where pairs of points
have dissimilarity scores (e.g. distances) as a part of the input. The recently
introduced objective for points with dissimilarity scores results in every tree
being a 1/2 approximation if the distances form a metric. This shows the
objective does not make a significant distinction between a good and poor
hierarchical clustering in metric spaces. Motivated by this, the paper develops
a new global objective for hierarchical clustering in Euclidean space. The
objective captures the criterion that has motivated the use of divisive
clustering algorithms: that when a split happens, points in the same cluster
should be more similar than points in different clusters. Moreover, this
objective gives reasonable results on ground-truth inputs for hierarchical
clustering. The paper builds a theoretical connection between this objective
and the bisecting k-means algorithm. This paper proves that the optimal 2-means
solution results in a constant approximation for the objective. This is the
first paper to show the bisecting k-means algorithm optimizes a natural global
objective over the entire tree.",177
abs-2006.10337v2,Category-Specific CNN for Visual-aware CTR Prediction at JD.com,Machine Learning,cs.LG,2020-06-18,6/19/20,"['Hu Liu', 'Jing Lu', 'Hao Yang', 'Xiwei Zhao', 'Sulong Xu', 'Hao Peng', 'Zehua Zhang', 'Wenjie Niu', 'Xiaokun Zhu', 'Yongjun Bao', 'Weipeng Yan']",'Hu Liu',"As one of the largest B2C e-commerce platforms in China, JD com also powers a
leading advertising system, serving millions of advertisers with fingertip
connection to hundreds of millions of customers. In our system, as well as most
e-commerce scenarios, ads are displayed with images.This makes visual-aware
Click Through Rate (CTR) prediction of crucial importance to both business
effectiveness and user experience. Existing algorithms usually extract visual
features using off-the-shelf Convolutional Neural Networks (CNNs) and late fuse
the visual and non-visual features for the finally predicted CTR. Despite being
extensively studied, this field still face two key challenges. First, although
encouraging progress has been made in offline studies, applying CNNs in real
systems remains non-trivial, due to the strict requirements for efficient
end-to-end training and low-latency online serving. Second, the off-the-shelf
CNNs and late fusion architectures are suboptimal. Specifically, off-the-shelf
CNNs were designed for classification thus never take categories as input
features. While in e-commerce, categories are precisely labeled and contain
abundant visual priors that will help the visual modeling. Unaware of the ad
category, these CNNs may extract some unnecessary category-unrelated features,
wasting CNN's limited expression ability. To overcome the two challenges, we
propose Category-specific CNN (CSCNN) specially for CTR prediction. CSCNN early
incorporates the category knowledge with a light-weighted attention-module on
each convolutional layer. This enables CSCNN to extract expressive
category-specific visual patterns that benefit the CTR prediction. Offline
experiments on benchmark and a 10 billion scale real production dataset from
JD, together with an Online A/B test show that CSCNN outperforms all compared
state-of-the-art algorithms.",258
