id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2302.10275v1,"Semantic Feature Integration network for Fine-grained Visual
  Classification",Computer Vision and Pattern Recognition,cs.CV,2023-02-13,2/13/23,"['Hui Wang', 'Yueyang li', 'Haichi Luo']",'Hui Wang',"Fine-Grained Visual Classification (FGVC) is known as a challenging task due
to subtle differences among subordinate categories. Many current FGVC
approaches focus on identifying and locating discriminative regions by using
the attention mechanism, but neglect the presence of unnecessary features that
hinder the understanding of object structure. These unnecessary features,
including 1) ambiguous parts resulting from the visual similarity in object
appearances and 2) noninformative parts (e.g., background noise), can have a
significant adverse impact on classification results. In this paper, we propose
the Semantic Feature Integration network (SFI-Net) to address the above
difficulties. By eliminating unnecessary features and reconstructing the
semantic relations among discriminative features, our SFI-Net has achieved
satisfying performance. The network consists of two modules: 1) the multi-level
feature filter (MFF) module is proposed to remove unnecessary features with
different receptive field, and then concatenate the preserved features on pixel
level for subsequent disposal; 2) the semantic information reconstitution (SIR)
module is presented to further establish semantic relations among
discriminative features obtained from the MFF module. These two modules are
carefully designed to be light-weighted and can be trained end-to-end in a
weakly-supervised way. Extensive experiments on four challenging fine-grained
benchmarks demonstrate that our proposed SFI-Net achieves the state-of-the-arts
performance. Especially, the classification accuracy of our model on
CUB-200-2011 and Stanford Dogs reaches 92.64% and 93.03%, respectively.",220
abs-2404.03799v2,Language-Guided Instance-Aware Domain-Adaptive Panoptic Segmentation,Computer Vision and Pattern Recognition,cs.CV,2024-04-04,12/25/24,"['Elham Amin Mansour', 'Ozan Unal', 'Suman Saha', 'Benjamin Bejar', 'Luc Van Gool']",'Elham Amin Mansour',"The increasing relevance of panoptic segmentation is tied to the advancements
in autonomous driving and AR/VR applications. However, the deployment of such
models has been limited due to the expensive nature of dense data annotation,
giving rise to unsupervised domain adaptation (UDA). A key challenge in
panoptic UDA is reducing the domain gap between a labeled source and an
unlabeled target domain while harmonizing the subtasks of semantic and instance
segmentation to limit catastrophic interference. While considerable progress
has been achieved, existing approaches mainly focus on the adaptation of
semantic segmentation. In this work, we focus on incorporating instance-level
adaptation via a novel instance-aware cross-domain mixing strategy IMix. IMix
significantly enhances the panoptic quality by improving instance segmentation
performance. Specifically, we propose inserting high-confidence predicted
instances from the target domain onto source images, retaining the
exhaustiveness of the resulting pseudo-labels while reducing the injected
confirmation bias. Nevertheless, such an enhancement comes at the cost of
degraded semantic performance, attributed to catastrophic forgetting. To
mitigate this issue, we regularize our semantic branch by employing CLIP-based
domain alignment (CDA), exploiting the domain-robustness of natural language
prompts. Finally, we present an end-to-end model incorporating these two
mechanisms called LIDAPS, achieving state-of-the-art results on all popular
panoptic UDA benchmarks.",205
abs-2308.04142v1,"Class-level Structural Relation Modelling and Smoothing for Visual
  Representation Learning",Computer Vision and Pattern Recognition,cs.CV,2023-08-08,8/8/23,"['Zitan Chen', 'Zhuang Qi', 'Xiao Cao', 'Xiangxian Li', 'Xiangxu Meng', 'Lei Meng']",'Zitan Chen',"Representation learning for images has been advanced by recent progress in
more complex neural models such as the Vision Transformers and new learning
theories such as the structural causal models. However, these models mainly
rely on the classification loss to implicitly regularize the class-level data
distributions, and they may face difficulties when handling classes with
diverse visual patterns. We argue that the incorporation of the structural
information between data samples may improve this situation. To achieve this
goal, this paper presents a framework termed \textbf{C}lass-level Structural
Relation Modeling and Smoothing for Visual Representation Learning (CSRMS),
which includes the Class-level Relation Modelling, Class-aware Graph Sampling,
and Relational Graph-Guided Representation Learning modules to model a
relational graph of the entire dataset and perform class-aware smoothing and
regularization operations to alleviate the issue of intra-class visual
diversity and inter-class similarity. Specifically, the Class-level Relation
Modelling module uses a clustering algorithm to learn the data distributions in
the feature space and identify three types of class-level sample relations for
the training set; Class-aware Graph Sampling module extends typical training
batch construction process with three strategies to sample dataset-level
sub-graphs; and Relational Graph-Guided Representation Learning module employs
a graph convolution network with knowledge-guided smoothing operations to ease
the projection from different visual patterns to the same class. Experiments
demonstrate the effectiveness of structured knowledge modelling for enhanced
representation learning and show that CSRMS can be incorporated with any
state-of-the-art visual representation learning models for performance gains.
The source codes and demos have been released at
https://github.com/czt117/CSRMS.",251
abs-2312.10470v1,Enhancing Person Re-Identification through Tensor Feature Fusion,Computer Vision and Pattern Recognition,cs.CV,2023-12-16,12/16/23,"['Akram Abderraouf Gharbi', 'Ammar Chouchane', 'Mohcene Bessaoudi', 'Abdelmalik Ouamane', 'El ouanas Belabbaci']",'Akram Abderraouf Gharbi',"In this paper, we present a novel person reidentification (PRe-ID) system
that based on tensor feature representation and multilinear subspace learning.
Our approach utilizes pretrained CNNs for high-level feature extraction, along
with Local Maximal Occurrence (LOMO) and Gaussian Of Gaussian (GOG )
descriptors. Additionally, Cross-View Quadratic Discriminant Analysis (TXQDA)
algorithm is used for multilinear subspace learning, which models the data in a
tensor framework to enhance discriminative capabilities. Similarity measure
based on Mahalanobis distance is used for matching between training and test
pedestrian images. Experimental evaluations on VIPeR and PRID450s datasets
demonstrate the effectiveness of our method.",97
abs-2306.14227v2,"A ground-based dataset and a diffusion model for on-orbit low-light
  image enhancement",Computer Vision and Pattern Recognition,cs.CV,2023-06-25,4/8/24,"['Yiman Zhu', 'Lu Wang', 'Jingyi Yuan', 'Yu Guo']",'Yiman Zhu',"On-orbit service is important for maintaining the sustainability of space
environment. Space-based visible camera is an economical and lightweight sensor
for situation awareness during on-orbit service. However, it can be easily
affected by the low illumination environment. Recently, deep learning has
achieved remarkable success in image enhancement of natural images, but seldom
applied in space due to the data bottleneck. In this article, we first propose
a dataset of the Beidou Navigation Satellite for on-orbit low-light image
enhancement (LLIE). In the automatic data collection scheme, we focus on
reducing domain gap and improving the diversity of the dataset. we collect
hardware in-the-loop images based on a robotic simulation testbed imitating
space lighting conditions. To evenly sample poses of different orientation and
distance without collision, a collision-free working space and pose stratified
sampling is proposed. Afterwards, a novel diffusion model is proposed. To
enhance the image contrast without over-exposure and blurring details, we
design a fused attention to highlight the structure and dark region. Finally,
we compare our method with previous methods using our dataset, which indicates
that our method has a better capacity in on-orbit LLIE.",186
abs-2306.04745v1,"3D Human Keypoints Estimation From Point Clouds in the Wild Without
  Human Labels",Computer Vision and Pattern Recognition,cs.CV,2023-06-07,6/7/23,"['Zhenzhen Weng', 'Alexander S. Gorban', 'Jingwei Ji', 'Mahyar Najibi', 'Yin Zhou', 'Dragomir Anguelov']",'Zhenzhen Weng',"Training a 3D human keypoint detector from point clouds in a supervised
manner requires large volumes of high quality labels. While it is relatively
easy to capture large amounts of human point clouds, annotating 3D keypoints is
expensive, subjective, error prone and especially difficult for long-tail cases
(pedestrians with rare poses, scooterists, etc.). In this work, we propose
GC-KPL - Geometry Consistency inspired Key Point Leaning, an approach for
learning 3D human joint locations from point clouds without human labels. We
achieve this by our novel unsupervised loss formulations that account for the
structure and movement of the human body. We show that by training on a large
training set from Waymo Open Dataset without any human annotated keypoints, we
are able to achieve reasonable performance as compared to the fully supervised
approach. Further, the backbone benefits from the unsupervised training and is
useful in downstream fewshot learning of keypoints, where fine-tuning on only
10 percent of the labeled training data gives comparable performance to
fine-tuning on the entire set. We demonstrated that GC-KPL outperforms by a
large margin over SoTA when trained on entire dataset and efficiently leverages
large volumes of unlabeled data.",194
abs-2407.13571v1,New Capability to Look Up an ASL Sign from a Video Example,Computer Vision and Pattern Recognition,cs.CV,2024-07-18,7/18/24,"['Carol Neidle', 'Augustine Opoku', 'Carey Ballard', 'Yang Zhou', 'Xiaoxiao He', 'Gregory Dimitriadis', 'Dimitris Metaxas']",'Carol Neidle',"Looking up an unknown sign in an ASL dictionary can be difficult. Most ASL
dictionaries are organized based on English glosses, despite the fact that (1)
there is no convention for assigning English-based glosses to ASL signs; and
(2) there is no 1-1 correspondence between ASL signs and English words.
Furthermore, what if the user does not know either the meaning of the target
sign or its possible English translation(s)? Some ASL dictionaries enable
searching through specification of articulatory properties, such as handshapes,
locations, movement properties, etc. However, this is a cumbersome process and
does not always result in successful lookup. Here we describe a new system,
publicly shared on the Web, to enable lookup of a video of an ASL sign (e.g., a
webcam recording or a clip from a continuous signing video). The user submits a
video for analysis and is presented with the five most likely sign matches, in
decreasing order of likelihood, so that the user can confirm the selection and
then be taken to our ASLLRP Sign Bank entry for that sign. Furthermore, this
video lookup is also integrated into our newest version of SignStream(R)
software to facilitate linguistic annotation of ASL video data, enabling the
user to directly look up a sign in the video being annotated, and, upon
confirmation of the match, to directly enter into the annotation the gloss and
features of that sign, greatly increasing the efficiency and consistency of
linguistic annotations of ASL video data.",245
abs-2308.06160v2,"DatasetDM: Synthesizing Data with Perception Annotations Using Diffusion
  Models",Computer Vision and Pattern Recognition,cs.CV,2023-08-11,10/10/23,"['Weijia Wu', 'Yuzhong Zhao', 'Hao Chen', 'Yuchao Gu', 'Rui Zhao', 'Yefei He', 'Hong Zhou', 'Mike Zheng Shou', 'Chunhua Shen']",'Weijia Wu',"Current deep networks are very data-hungry and benefit from training on
largescale datasets, which are often time-consuming to collect and annotate. By
contrast, synthetic data can be generated infinitely using generative models
such as DALL-E and diffusion models, with minimal effort and cost. In this
paper, we present DatasetDM, a generic dataset generation model that can
produce diverse synthetic images and the corresponding high-quality perception
annotations (e.g., segmentation masks, and depth). Our method builds upon the
pre-trained diffusion model and extends text-guided image synthesis to
perception data generation. We show that the rich latent code of the diffusion
model can be effectively decoded as accurate perception annotations using a
decoder module. Training the decoder only needs less than 1% (around 100
images) manually labeled images, enabling the generation of an infinitely large
annotated dataset. Then these synthetic data can be used for training various
perception models for downstream tasks. To showcase the power of the proposed
approach, we generate datasets with rich dense pixel-wise labels for a wide
range of downstream tasks, including semantic segmentation, instance
segmentation, and depth estimation. Notably, it achieves 1) state-of-the-art
results on semantic segmentation and instance segmentation; 2) significantly
more robust on domain generalization than using the real data alone; and
state-of-the-art results in zero-shot segmentation setting; and 3) flexibility
for efficient application and novel task composition (e.g., image editing). The
project website and code can be found at
https://weijiawu.github.io/DatasetDM_page/ and
https://github.com/showlab/DatasetDM, respectively",238
abs-2401.05392v1,"AT-2FF: Adaptive Type-2 Fuzzy Filter for De-noising Images Corrupted
  with Salt-and-Pepper",Computer Vision and Pattern Recognition,cs.CV,2023-12-19,12/19/23,['Vikas Singh'],'Vikas Singh',"Noise is inevitably common in digital images, leading to visual image
deterioration. Therefore, a suitable filtering method is required to lessen the
noise while preserving the image features (edges, corners, etc.). This paper
presents the efficient type-2 fuzzy weighted mean filter with an adaptive
threshold to remove the SAP noise. The present filter has two primary steps:
The first stage categorizes images as lightly, medium, and heavily corrupted
based on an adaptive threshold by comparing the M-ALD of processed pixels with
the upper and lower MF of the type-2 fuzzy identifier. The second stage
eliminates corrupted pixels by computing the appropriate weight using GMF with
the mean and variance of the uncorrupted pixels in the filter window.
Simulation results vividly show that the obtained denoised images preserve
image features, i.e., edges, corners, and other sharp structures, compared with
different filtering methods.",141
abs-2308.04765v1,"FaceSkin: A Privacy Preserving Facial skin patch Dataset for multi
  Attributes classification",Computer Vision and Pattern Recognition,cs.CV,2023-08-09,8/9/23,"['Qiushi Guo', 'Shisha Liao']",'Qiushi Guo',"Human facial skin images contain abundant textural information that can serve
as valuable features for attribute classification, such as age, race, and
gender. Additionally, facial skin images offer the advantages of easy
collection and minimal privacy concerns. However, the availability of
well-labeled human skin datasets with a sufficient number of images is limited.
To address this issue, we introduce a dataset called FaceSkin, which
encompasses a diverse range of ages and races. Furthermore, to broaden the
application scenarios, we incorporate synthetic skin-patches obtained from 2D
and 3D attack images, including printed paper, replays, and 3D masks. We
evaluate the FaceSkin dataset across distinct categories and present
experimental results demonstrating its effectiveness in attribute
classification, as well as its potential for various downstream tasks, such as
Face anti-spoofing and Age estimation.",130
abs-2305.05161v1,Child Palm-ID: Contactless Palmprint Recognition for Children,Computer Vision and Pattern Recognition,cs.CV,2023-05-09,5/9/23,"['Akash Godbole', 'Steven A. Grosz', 'Anil K. Jain']",'Akash Godbole',"Effective distribution of nutritional and healthcare aid for children,
particularly infants and toddlers, in some of the least developed and most
impoverished countries of the world, is a major problem due to the lack of
reliable identification documents. Biometric authentication technology has been
investigated to address child recognition in the absence of reliable ID
documents. We present a mobile-based contactless palmprint recognition system,
called Child Palm-ID, which meets the requirements of usability, hygiene, cost,
and accuracy for child recognition. Using a contactless child palmprint
database, Child-PalmDB1, consisting of 19,158 images from 1,020 unique palms
(in the age range of 6 mos. to 48 mos.), we report a TAR=94.11% @ FAR=0.1%. The
proposed Child Palm-ID system is also able to recognize adults, achieving a
TAR=99.4% on the CASIA contactless palmprint database and a TAR=100% on the
COEP contactless adult palmprint database, both @ FAR=0.1%. These accuracies
are competitive with the SOTA provided by COTS systems. Despite these high
accuracies, we show that the TAR for time-separated child-palmprints is only
78.1% @ FAR=0.1%.",171
abs-2403.12488v3,"DetToolChain: A New Prompting Paradigm to Unleash Detection Ability of
  MLLM",Computer Vision and Pattern Recognition,cs.CV,2024-03-19,7/23/24,"['Yixuan Wu', 'Yizhou Wang', 'Shixiang Tang', 'Wenhao Wu', 'Tong He', 'Wanli Ouyang', 'Philip Torr', 'Jian Wu']",'Yixuan Wu',"We present DetToolChain, a novel prompting paradigm, to unleash the zero-shot
object detection ability of multimodal large language models (MLLMs), such as
GPT-4V and Gemini. Our approach consists of a detection prompting toolkit
inspired by high-precision detection priors and a new Chain-of-Thought to
implement these prompts. Specifically, the prompts in the toolkit are designed
to guide the MLLM to focus on regional information (e.g., zooming in), read
coordinates according to measure standards (e.g., overlaying rulers and
compasses), and infer from the contextual information (e.g., overlaying scene
graphs). Building upon these tools, the new detection chain-of-thought can
automatically decompose the task into simple subtasks, diagnose the
predictions, and plan for progressive box refinements. The effectiveness of our
framework is demonstrated across a spectrum of detection tasks, especially hard
cases. Compared to existing state-of-the-art methods, GPT-4V with our
DetToolChain improves state-of-the-art object detectors by +21.5% AP50 on MS
COCO Novel class set for open-vocabulary detection, +24.23% Acc on RefCOCO val
set for zero-shot referring expression comprehension, +14.5% AP on D-cube
describe object detection FULL setting.",173
abs-2303.16531v1,"RusTitW: Russian Language Text Dataset for Visual Text in-the-Wild
  Recognition",Computer Vision and Pattern Recognition,cs.CV,2023-03-29,3/29/23,"['Igor Markov', 'Sergey Nesteruk', 'Andrey Kuznetsov', 'Denis Dimitrov']",'Igor Markov',"Information surrounds people in modern life. Text is a very efficient type of
information that people use for communication for centuries. However, automated
text-in-the-wild recognition remains a challenging problem. The major
limitation for a DL system is the lack of training data. For the competitive
performance, training set must contain many samples that replicate the
real-world cases. While there are many high-quality datasets for English text
recognition; there are no available datasets for Russian language. In this
paper, we present a large-scale human-labeled dataset for Russian text
recognition in-the-wild. We also publish a synthetic dataset and code to
reproduce the generation process",102
abs-2305.07943v1,"Illumination-insensitive Binary Descriptor for Visual Measurement Based
  on Local Inter-patch Invariance",Computer Vision and Pattern Recognition,cs.CV,2023-05-13,5/13/23,"['Xinyu Lin', 'Yingjie Zhou', 'Xun Zhang', 'Yipeng Liu', 'Ce Zhu']",'Xinyu Lin',"Binary feature descriptors have been widely used in various visual
measurement tasks, particularly those with limited computing resources and
storage capacities. Existing binary descriptors may not perform well for
long-term visual measurement tasks due to their sensitivity to illumination
variations. It can be observed that when image illumination changes
dramatically, the relative relationship among local patches mostly remains
intact. Based on the observation, consequently, this study presents an
illumination-insensitive binary (IIB) descriptor by leveraging the local
inter-patch invariance exhibited in multiple spatial granularities to deal with
unfavorable illumination variations. By taking advantage of integral images for
local patch feature computation, a highly efficient IIB descriptor is achieved.
It can encode scalable features in multiple spatial granularities, thus
facilitating a computationally efficient hierarchical matching from coarse to
fine. Moreover, the IIB descriptor can also apply to other types of image data,
such as depth maps and semantic segmentation results, when available in some
applications. Numerical experiments on both natural and synthetic datasets
reveal that the proposed IIB descriptor outperforms state-of-the-art binary
descriptors and some testing float descriptors. The proposed IIB descriptor has
also been successfully employed in a demo system for long-term visual
localization. The code of the IIB descriptor will be publicly available.",203
