id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2104.08134v1,"Integrating Domain Knowledge in Data-driven Earth Observation with
  Process Convolutions",Machine Learning (Statistics),stat.ML,2021-04-16,4/16/21,"['Daniel Heestermans Svendsen', 'Maria Piles', 'Jordi Muñoz-Marí', 'David Luengo', 'Luca Martino', 'Gustau Camps-Valls']",'Daniel Heestermans Svendsen',"The modelling of Earth observation data is a challenging problem, typically
approached by either purely mechanistic or purely data-driven methods.
Mechanistic models encode the domain knowledge and physical rules governing the
system. Such models, however, need the correct specification of all
interactions between variables in the problem and the appropriate
parameterization is a challenge in itself. On the other hand, machine learning
approaches are flexible data-driven tools, able to approximate arbitrarily
complex functions, but lack interpretability and struggle when data is scarce
or in extrapolation regimes. In this paper, we argue that hybrid learning
schemes that combine both approaches can address all these issues efficiently.
We introduce Gaussian process (GP) convolution models for hybrid modelling in
Earth observation (EO) problems. We specifically propose the use of a class of
GP convolution models called latent force models (LFMs) for EO time series
modelling, analysis and understanding. LFMs are hybrid models that incorporate
physical knowledge encoded in differential equations into a multioutput GP
model. LFMs can transfer information across time-series, cope with missing
observations, infer explicit latent functions forcing the system, and learn
parameterizations which are very helpful for system analysis and
interpretability. We consider time series of soil moisture from active (ASCAT)
and passive (SMOS, AMSR2) microwave satellites. We show how assuming a first
order differential equation as governing equation, the model automatically
estimates the e-folding time or decay rate related to soil moisture persistence
and discovers latent forces related to precipitation. The proposed hybrid
methodology reconciles the two main approaches in remote sensing parameter
estimation by blending statistical learning and mechanistic modeling.",262
abs-2010.15819v1,Tensor Completion via Tensor Networks with a Tucker Wrapper,Machine Learning (Statistics),stat.ML,2020-10-29,10/29/20,"['Yunfeng Cai', 'Ping Li']",'Yunfeng Cai',"In recent years, low-rank tensor completion (LRTC) has received considerable
attention due to its applications in image/video inpainting, hyperspectral data
recovery, etc. With different notions of tensor rank (e.g., CP, Tucker, tensor
train/ring, etc.), various optimization based numerical methods are proposed to
LRTC. However, tensor network based methods have not been proposed yet. In this
paper, we propose to solve LRTC via tensor networks with a Tucker wrapper. Here
by ""Tucker wrapper"" we mean that the outermost factor matrices of the tensor
network are all orthonormal. We formulate LRTC as a problem of solving a system
of nonlinear equations, rather than a constrained optimization problem. A
two-level alternative least square method is then employed to update the
unknown factors. The computation of the method is dominated by tensor matrix
multiplications and can be efficiently performed. Also, under proper
assumptions, it is shown that with high probability, the method converges to
the exact solution at a linear rate. Numerical simulations show that the
proposed algorithm is comparable with state-of-the-art methods.",169
abs-2304.00917v2,"Diffusion Bridge Mixture Transports, Schrödinger Bridge Problems and
  Generative Modeling",Machine Learning (Statistics),stat.ML,2023-04-03,12/22/23,['Stefano Peluchetti'],'Stefano Peluchetti',"The dynamic Schr\""odinger bridge problem seeks a stochastic process that
defines a transport between two target probability measures, while optimally
satisfying the criteria of being closest, in terms of Kullback-Leibler
divergence, to a reference process. We propose a novel sampling-based iterative
algorithm, the iterated diffusion bridge mixture (IDBM) procedure, aimed at
solving the dynamic Schr\""odinger bridge problem. The IDBM procedure exhibits
the attractive property of realizing a valid transport between the target
probability measures at each iteration. We perform an initial theoretical
investigation of the IDBM procedure, establishing its convergence properties.
The theoretical findings are complemented by numerical experiments illustrating
the competitive performance of the IDBM procedure. Recent advancements in
generative modeling employ the time-reversal of a diffusion process to define a
generative process that approximately transports a simple distribution to the
data distribution. As an alternative, we propose utilizing the first iteration
of the IDBM procedure as an approximation-free method for realizing this
transport. This approach offers greater flexibility in selecting the generative
process dynamics and exhibits accelerated training and superior sample quality
over larger discretization intervals. In terms of implementation, the necessary
modifications are minimally intrusive, being limited to the training loss
definition.",195
abs-2101.00245v1,The Bayesian Method of Tensor Networks,Machine Learning (Statistics),stat.ML,2021-01-01,1/1/21,"['Erdong Guo', 'David Draper']",'Erdong Guo',"Bayesian learning is a powerful learning framework which combines the
external information of the data (background information) with the internal
information (training data) in a logically consistent way in inference and
prediction. By Bayes rule, the external information (prior distribution) and
the internal information (training data likelihood) are combined coherently,
and the posterior distribution and the posterior predictive (marginal)
distribution obtained by Bayes rule summarize the total information needed in
the inference and prediction, respectively. In this paper, we study the
Bayesian framework of the Tensor Network from two perspective. First, we
introduce the prior distribution to the weights in the Tensor Network and
predict the labels of the new observations by the posterior predictive
(marginal) distribution. Since the intractability of the parameter integral in
the normalization constant computation, we approximate the posterior predictive
distribution by Laplace approximation and obtain the out-product approximation
of the hessian matrix of the posterior distribution of the Tensor Network
model. Second, to estimate the parameters of the stationary mode, we propose a
stable initialization trick to accelerate the inference process by which the
Tensor Network can converge to the stationary path more efficiently and stably
with gradient descent method. We verify our work on the MNIST, Phishing Website
and Breast Cancer data set. We study the Bayesian properties of the Bayesian
Tensor Network by visualizing the parameters of the model and the decision
boundaries in the two dimensional synthetic data set. For a application
purpose, our work can reduce the overfitting and improve the performance of
normal Tensor Network model.",256
abs-2101.02481v1,Distances with mixed type variables some modified Gower's coefficients,Machine Learning (Statistics),stat.ML,2021-01-07,1/7/21,"[""Marcello D'Orazio""]","""Marcello D'Orazio""","Nearest neighbor methods have become popular in official statistics, mainly
in imputation or in statistical matching problems; they play a key role in
machine learning too, where a high number of variants have been proposed. The
choice of the distance function depends mainly on the type of the selected
variables. Unfortunately, relatively few options permit to handle mixed type
variables, a situation frequently encountered in official statistics. The most
popular distance for mixed type variables is derived as the complement of the
Gower's similarity coefficient; it is appealing because ranges between 0 and 1
and allows to handle missing values. Unfortunately, the unweighted standard
setting the contribution of the single variables to the overall Gower's
distance is unbalanced because of the different nature of the variables
themselves. This article tries to address the main drawbacks that affect the
overall unweighted Gower's distance by suggesting some modifications in
calculating the distance on the interval and ratio scaled variables. Simple
modifications try to attenuate the impact of outliers on the scaled Manhattan
distance; other modifications, relying on the kernel density estimation methods
attempt to reduce the unbalanced contribution of the different types of
variables. The performance of the proposals is evaluated in simulations
mimicking the imputation of missing values through nearest neighbor distance
hotdeck method.",213
abs-2010.13749v1,"Meaningful uncertainties from deep neural network surrogates of
  large-scale numerical simulations",Machine Learning (Statistics),stat.ML,2020-10-26,10/26/20,"['Gemma J. Anderson', 'Jim A. Gaffney', 'Brian K. Spears', 'Peer-Timo Bremer', 'Rushil Anirudh', 'Jayaraman J. Thiagarajan']",'Gemma J. Anderson',"Large-scale numerical simulations are used across many scientific disciplines
to facilitate experimental development and provide insights into underlying
physical processes, but they come with a significant computational cost. Deep
neural networks (DNNs) can serve as highly-accurate surrogate models, with the
capacity to handle diverse datatypes, offering tremendous speed-ups for
prediction and many other downstream tasks. An important use-case for these
surrogates is the comparison between simulations and experiments; prediction
uncertainty estimates are crucial for making such comparisons meaningful, yet
standard DNNs do not provide them. In this work we define the fundamental
requirements for a DNN to be useful for scientific applications, and
demonstrate a general variational inference approach to equip predictions of
scalar and image data from a DNN surrogate model trained on inertial
confinement fusion simulations with calibrated Bayesian uncertainties.
Critically, these uncertainties are interpretable, meaningful and preserve
physics-correlations in the predicted quantities.",145
abs-2006.11942v4,"Generalisation Guarantees for Continual Learning with Orthogonal
  Gradient Descent",Machine Learning (Statistics),stat.ML,2020-06-21,12/4/20,"['Mehdi Abbana Bennani', 'Thang Doan', 'Masashi Sugiyama']",'Mehdi Abbana Bennani',"In Continual Learning settings, deep neural networks are prone to
Catastrophic Forgetting. Orthogonal Gradient Descent was proposed to tackle the
challenge. However, no theoretical guarantees have been proven yet. We present
a theoretical framework to study Continual Learning algorithms in the Neural
Tangent Kernel regime. This framework comprises closed form expression of the
model through tasks and proxies for Transfer Learning, generalisation and tasks
similarity. In this framework, we prove that OGD is robust to Catastrophic
Forgetting then derive the first generalisation bound for SGD and OGD for
Continual Learning. Finally, we study the limits of this framework in practice
for OGD and highlight the importance of the Neural Tangent Kernel variation for
Continual Learning with OGD.",117
abs-2412.19436v1,"Low-Rank Contextual Reinforcement Learning from Heterogeneous Human
  Feedback",Machine Learning (Statistics),stat.ML,2024-12-27,12/27/24,"['Seong Jin Lee', 'Will Wei Sun', 'Yufeng Liu']",'Seong Jin Lee',"Reinforcement learning from human feedback (RLHF) has become a cornerstone
for aligning large language models with human preferences. However, the
heterogeneity of human feedback, driven by diverse individual contexts and
preferences, poses significant challenges for reward learning. To address this,
we propose a Low-rank Contextual RLHF (LoCo-RLHF) framework that integrates
contextual information to better model heterogeneous feedback while maintaining
computational efficiency. Our approach builds on a contextual preference model,
leveraging the intrinsic low-rank structure of the interaction between user
contexts and query-answer pairs to mitigate the high dimensionality of feature
representations. Furthermore, we address the challenge of distributional shifts
in feedback through our Pessimism in Reduced Subspace (PRS) policy, inspired by
pessimistic offline reinforcement learning techniques. We theoretically
demonstrate that our policy achieves a tighter sub-optimality gap compared to
existing methods. Extensive experiments validate the effectiveness of
LoCo-RLHF, showcasing its superior performance in personalized RLHF settings
and its robustness to distribution shifts.",152
abs-2112.00222v2,Convergence of GANs Training: A Game and Stochastic Control Methodology,Machine Learning (Statistics),stat.ML,2021-12-01,12/27/21,"['Othmane Mounjid', 'Xin Guo']",'Othmane Mounjid',"Training generative adversarial networks (GANs) is known to be difficult,
especially for financial time series. This paper first analyzes the
well-posedness problem in GANs minimax games and the convexity issue in GANs
objective functions. It then proposes a stochastic control framework for
hyper-parameters tuning in GANs training. The weak form of dynamic programming
principle and the uniqueness and the existence of the value function in the
viscosity sense for the corresponding minimax game are established. In
particular, explicit forms for the optimal adaptive learning rate and batch
size are derived and are shown to depend on the convexity of the objective
function, revealing a relation between improper choices of learning rate and
explosion in GANs training. Finally, empirical studies demonstrate that
training algorithms incorporating this adaptive control approach outperform the
standard ADAM method in terms of convergence and robustness.
  From GANs training perspective, the analysis in this paper provides
analytical support for the popular practice of ``clipping'', and suggests that
the convexity and well-posedness issues in GANs may be tackled through
appropriate choices of hyper-parameters.",175
abs-2211.01518v1,Bayesian Counterfactual Mean Embeddings and Off-Policy Evaluation,Machine Learning (Statistics),stat.ML,2022-11-02,11/2/22,"['Diego Martinez-Taboada', 'Dino Sejdinovic']",'Diego Martinez-Taboada',"The counterfactual distribution models the effect of the treatment in the
untreated group. While most of the work focuses on the expected values of the
treatment effect, one may be interested in the whole counterfactual
distribution or other quantities associated to it. Building on the framework of
Bayesian conditional mean embeddings, we propose a Bayesian approach for
modeling the counterfactual distribution, which leads to quantifying the
epistemic uncertainty about the distribution. The framework naturally extends
to the setting where one observes multiple treatment effects (e.g. an
intermediate effect after an interim period, and an ultimate treatment effect
which is of main interest) and allows for additionally modelling uncertainty
about the relationship of these effects. For such goal, we present three novel
Bayesian methods to estimate the expectation of the ultimate treatment effect,
when only noisy samples of the dependence between intermediate and ultimate
effects are provided. These methods differ on the source of uncertainty
considered and allow for combining two sources of data. Moreover, we generalize
these ideas to the off-policy evaluation framework, which can be seen as an
extension of the counterfactual estimation problem. We empirically explore the
calibration of the algorithms in two different experimental settings which
require data fusion, and illustrate the value of considering the uncertainty
stemming from the two sources of data.",217
abs-2202.05686v1,Graphon-aided Joint Estimation of Multiple Graphs,Machine Learning (Statistics),stat.ML,2022-02-11,2/11/22,"['Madeline Navarro', 'Santiago Segarra']",'Madeline Navarro',"We consider the problem of estimating the topology of multiple networks from
nodal observations, where these networks are assumed to be drawn from the same
(unknown) random graph model. We adopt a graphon as our random graph model,
which is a nonparametric model from which graphs of potentially different sizes
can be drawn. The versatility of graphons allows us to tackle the joint
inference problem even for the cases where the graphs to be recovered contain
different number of nodes and lack precise alignment across the graphs. Our
solution is based on combining a maximum likelihood penalty with graphon
estimation schemes and can be used to augment existing network inference
methods. We validate our proposed approach by comparing its performance against
competing methods in synthetic and real-world datasets.",128
abs-2104.10347v1,A class of network models recoverable by spectral clustering,Machine Learning (Statistics),stat.ML,2021-04-21,4/21/21,"['Yali Wan', 'Marina Meila']",'Yali Wan',"Finding communities in networks is a problem that remains difficult, in spite
of the amount of attention it has recently received. The Stochastic Block-Model
(SBM) is a generative model for graphs with ""communities"" for which, because of
its simplicity, the theoretical understanding has advanced fast in recent
years. In particular, there have been various results showing that simple
versions of spectral clustering using the Normalized Laplacian of the graph can
recover the communities almost perfectly with high probability. Here we show
that essentially the same algorithm used for the SBM and for its extension
called Degree-Corrected SBM, works on a wider class of Block-Models, which we
call Preference Frame Models, with essentially the same guarantees. Moreover,
the parametrization we introduce clearly exhibits the free parameters needed to
specify this class of models, and results in bounds that expose with more
clarity the parameters that control the recovery error in this model class.",152
abs-2006.04628v2,"Model-agnostic Feature Importance and Effects with Dependent Features --
  A Conditional Subgroup Approach",Machine Learning (Statistics),stat.ML,2020-06-08,6/21/21,"['Christoph Molnar', 'Gunnar König', 'Bernd Bischl', 'Giuseppe Casalicchio']",'Christoph Molnar',"The interpretation of feature importance in machine learning models is
challenging when features are dependent. Permutation feature importance (PFI)
ignores such dependencies, which can cause misleading interpretations due to
extrapolation. A possible remedy is more advanced conditional PFI approaches
that enable the assessment of feature importance conditional on all other
features. Due to this shift in perspective and in order to enable correct
interpretations, it is therefore important that the conditioning is transparent
and humanly comprehensible. In this paper, we propose a new sampling mechanism
for the conditional distribution based on permutations in conditional
subgroups. As these subgroups are constructed using decision trees
(transformation trees), the conditioning becomes inherently interpretable. This
not only provides a simple and effective estimator of conditional PFI, but also
local PFI estimates within the subgroups. In addition, we apply the conditional
subgroups approach to partial dependence plots (PDP), a popular method for
describing feature effects that can also suffer from extrapolation when
features are dependent and interactions are present in the model. We show that
PFI and PDP based on conditional subgroups often outperform methods such as
conditional PFI based on knockoffs, or accumulated local effect plots.
Furthermore, our approach allows for a more fine-grained interpretation of
feature effects and importance within the conditional subgroups.",210
abs-2405.18220v1,Non-negative Tensor Mixture Learning for Discrete Density Estimation,Machine Learning (Statistics),stat.ML,2024-05-28,5/28/24,"['Kazu Ghalamkari', 'Jesper Løve Hinrich', 'Morten Mørup']",'Kazu Ghalamkari',"We present an expectation-maximization (EM) based unified framework for
non-negative tensor decomposition that optimizes the Kullback-Leibler
divergence. To avoid iterations in each M-step and learning rate tuning, we
establish a general relationship between low-rank decomposition and many-body
approximation. Using this connection, we exploit that the closed-form solution
of the many-body approximation can be used to update all parameters
simultaneously in the M-step. Our framework not only offers a unified
methodology for a variety of low-rank structures, including CP, Tucker, and
Train decompositions, but also their combinations forming mixtures of tensors
as well as robust adaptive noise modeling. Empirically, we demonstrate that our
framework provides superior generalization for discrete density estimation
compared to conventional tensor-based approaches.",115
abs-2202.04777v7,Exact Solutions of a Deep Linear Network,Machine Learning (Statistics),stat.ML,2022-02-10,6/13/23,"['Liu Ziyin', 'Botao Li', 'Xiangming Meng']",'Liu Ziyin',"This work finds the analytical expression of the global minima of a deep
linear network with weight decay and stochastic neurons, a fundamental model
for understanding the landscape of neural networks. Our result implies that the
origin is a special point in deep neural network loss landscape where highly
nonlinear phenomenon emerges. We show that weight decay strongly interacts with
the model architecture and can create bad minima at zero in a network with more
than $1$ hidden layer, qualitatively different from a network with only $1$
hidden layer. Practically, our result implies that common deep learning
initialization methods are insufficient to ease the optimization of neural
networks in general.",110
abs-2105.03248v2,"Parameter Priors for Directed Acyclic Graphical Models and the
  Characterization of Several Probability Distributions",Machine Learning (Statistics),stat.ML,2021-05-05,6/29/21,"['Dan Geiger', 'David Heckerman']",'Dan Geiger',"We develop simple methods for constructing parameter priors for model choice
among Directed Acyclic Graphical (DAG) models. In particular, we introduce
several assumptions that permit the construction of parameter priors for a
large number of DAG models from a small set of assessments. We then present a
method for directly computing the marginal likelihood of every DAG model given
a random sample with no missing observations. We apply this methodology to
Gaussian DAG models which consist of a recursive set of linear regression
models. We show that the only parameter prior for complete Gaussian DAG models
that satisfies our assumptions is the normal-Wishart distribution. Our analysis
is based on the following new characterization of the Wishart distribution: let
$W$ be an $n \times n$, $n \ge 3$, positive-definite symmetric matrix of random
variables and $f(W)$ be a pdf of $W$. Then, f$(W)$ is a Wishart distribution if
and only if $W_{11} - W_{12} W_{22}^{-1} W'_{12}$ is independent of
$\{W_{12},W_{22}\}$ for every block partitioning $W_{11},W_{12}, W'_{12},
W_{22}$ of $W$. Similar characterizations of the normal and normal-Wishart
distributions are provided as well.",180
abs-2110.07618v3,Function-space Inference with Sparse Implicit Processes,Machine Learning (Statistics),stat.ML,2021-10-14,7/21/22,"['Simón Rodríguez Santana', 'Bryan Zaldivar', 'Daniel Hernández-Lobato']",'Simón Rodríguez Santana',"Implicit Processes (IPs) represent a flexible framework that can be used to
describe a wide variety of models, from Bayesian neural networks, neural
samplers and data generators to many others. IPs also allow for approximate
inference in function-space. This change of formulation solves intrinsic
degenerate problems of parameter-space approximate inference concerning the
high number of parameters and their strong dependencies in large models. For
this, previous works in the literature have attempted to employ IPs both to set
up the prior and to approximate the resulting posterior. However, this has
proven to be a challenging task. Existing methods that can tune the prior IP
result in a Gaussian predictive distribution, which fails to capture important
data patterns. By contrast, methods producing flexible predictive distributions
by using another IP to approximate the posterior process cannot tune the prior
IP to the observed data. We propose here the first method that can accomplish
both goals. For this, we rely on an inducing-point representation of the prior
IP, as often done in the context of sparse Gaussian processes. The result is a
scalable method for approximate inference with IPs that can tune the prior IP
parameters to the data, and that provides accurate non-Gaussian predictive
distributions.",203
abs-2001.01894v1,"Causal Mosaic: Cause-Effect Inference via Nonlinear ICA and Ensemble
  Method",Machine Learning (Statistics),stat.ML,2020-01-07,1/7/20,"['Pengzhou Wu', 'Kenji Fukumizu']",'Pengzhou Wu',"We address the problem of distinguishing cause from effect in bivariate
setting. Based on recent developments in nonlinear independent component
analysis (ICA), we train nonparametrically general nonlinear causal models that
allow non-additive noise. Further, we build an ensemble framework, namely
Causal Mosaic, which models a causal pair by a mixture of nonlinear models. We
compare this method with other recent methods on artificial and real world
benchmark datasets, and our method shows state-of-the-art performance.",74
abs-2310.03575v2,"Analysis of learning a flow-based generative model from limited sample
  complexity",Machine Learning (Statistics),stat.ML,2023-10-05,6/25/24,"['Hugo Cui', 'Florent Krzakala', 'Eric Vanden-Eijnden', 'Lenka Zdeborová']",'Hugo Cui',"We study the problem of training a flow-based generative model, parametrized
by a two-layer autoencoder, to sample from a high-dimensional Gaussian mixture.
We provide a sharp end-to-end analysis of the problem. First, we provide a
tight closed-form characterization of the learnt velocity field, when
parametrized by a shallow denoising auto-encoder trained on a finite number $n$
of samples from the target distribution. Building on this analysis, we provide
a sharp description of the corresponding generative flow, which pushes the base
Gaussian density forward to an approximation of the target density. In
particular, we provide closed-form formulae for the distance between the mean
of the generated mixture and the mean of the target mixture, which we show
decays as $\Theta_n(\frac{1}{n})$. Finally, this rate is shown to be in fact
Bayes-optimal.",129
