id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-1507.05899v2,Sparsity in Multivariate Extremes with Applications to Anomaly Detection,Machine Learning (Statistics),stat.ML,2015-07-21,3/14/16,"['Nicolas Goix', 'Anne Sabourin', 'Stéphan Clémençon']",'Nicolas Goix',"Capturing the dependence structure of multivariate extreme events is a major
concern in many fields involving the management of risks stemming from multiple
sources, e.g. portfolio monitoring, insurance, environmental risk management
and anomaly detection. One convenient (non-parametric) characterization of
extremal dependence in the framework of multivariate Extreme Value Theory (EVT)
is the angular measure, which provides direct information about the probable
'directions' of extremes, that is, the relative contribution of each
feature/coordinate of the 'largest' observations. Modeling the angular measure
in high dimensional problems is a major challenge for the multivariate analysis
of rare events. The present paper proposes a novel methodology aiming at
exhibiting a sparsity pattern within the dependence structure of extremes. This
is done by estimating the amount of mass spread by the angular measure on
representative sets of directions, corresponding to specific sub-cones of
$R^d\_+$. This dimension reduction technique paves the way towards scaling up
existing multivariate EVT methods. Beyond a non-asymptotic study providing a
theoretical validity framework for our method, we propose as a direct
application a --first-- anomaly detection algorithm based on multivariate EVT.
This algorithm builds a sparse 'normal profile' of extreme behaviours, to be
confronted with new (possibly abnormal) extreme observations. Illustrative
experimental results provide strong empirical evidence of the relevance of our
approach.",212
abs-1802.03488v1,"Generalization of an Upper Bound on the Number of Nodes Needed to
  Achieve Linear Separability",Machine Learning (Statistics),stat.ML,2018-02-10,2/10/18,"['Marjolein Troost', 'Katja Seeliger', 'Marcel van Gerven']",'Marjolein Troost',"An important issue in neural network research is how to choose the number of
nodes and layers such as to solve a classification problem. We provide new
intuitions based on earlier results by An et al. (2015) by deriving an upper
bound on the number of nodes in networks with two hidden layers such that
linear separability can be achieved. Concretely, we show that if the data can
be described in terms of N finite sets and the used activation function f is
non-constant, increasing and has a left asymptote, we can derive how many nodes
are needed to linearly separate these sets. This will be an upper bound that
depends on the structure of the data. This structure can be analyzed using an
algorithm. For the leaky rectified linear activation function, we prove
separately that under some conditions on the slope, the same number of layers
and nodes as for the aforementioned activation functions is sufficient. We
empirically validate our claims.",162
abs-1510.08110v1,Spectral Convergence Rate of Graph Laplacian,Machine Learning (Statistics),stat.ML,2015-10-27,10/27/15,['Xu Wang'],'Xu Wang',"Laplacian Eigenvectors of the graph constructed from a data set are used in
many spectral manifold learning algorithms such as diffusion maps and spectral
clustering. Given a graph constructed from a random sample of a $d$-dimensional
compact submanifold $M$ in $\mathbb{R}^D$, we establish the spectral
convergence rate of the graph Laplacian. It implies the consistency of the
spectral clustering algorithm via a standard perturbation argument. A simple
numerical study indicates the necessity of a denoising step before applying
spectral algorithms.",80
abs-1502.03491v1,How to show a probabilistic model is better,Machine Learning (Statistics),stat.ML,2015-02-11,2/11/15,"['Mithun Chakraborty', 'Sanmay Das', 'Allen Lavoie']",'Mithun Chakraborty',"We present a simple theoretical framework, and corresponding practical
procedures, for comparing probabilistic models on real data in a traditional
machine learning setting. This framework is based on the theory of proper
scoring rules, but requires only basic algebra and probability theory to
understand and verify. The theoretical concepts presented are well-studied,
primarily in the statistics literature. The goal of this paper is to advocate
their wider adoption for performance evaluation in empirical machine learning.",75
abs-2103.14108v2,"The Geometry of Over-parameterized Regression and Adversarial
  Perturbations",Machine Learning (Statistics),stat.ML,2021-03-25,4/23/21,"['Jason W. Rocks', 'Pankaj Mehta']",'Jason W. Rocks',"Classical regression has a simple geometric description in terms of a
projection of the training labels onto the column space of the design matrix.
However, for over-parameterized models -- where the number of fit parameters is
large enough to perfectly fit the training data -- this picture becomes
uninformative. Here, we present an alternative geometric interpretation of
regression that applies to both under- and over-parameterized models. Unlike
the classical picture which takes place in the space of training labels, our
new picture resides in the space of input features. This new feature-based
perspective provides a natural geometric interpretation of the double-descent
phenomenon in the context of bias and variance, explaining why it can occur
even in the absence of label noise. Furthermore, we show that adversarial
perturbations -- small perturbations to the input features that result in large
changes in label values -- are a generic feature of biased models, arising from
the underlying geometry. We demonstrate these ideas by analyzing three minimal
models for over-parameterized linear least squares regression: without basis
functions (input features equal model features) and with linear or nonlinear
basis functions (two-layer neural networks with linear or nonlinear activation
functions, respectively).",195
abs-1812.06866v3,Bayesian Mean-parameterized Nonnegative Binary Matrix Factorization,Machine Learning (Statistics),stat.ML,2018-12-17,6/20/20,"['Alberto Lumbreras', 'Louis Filstroff', 'Cédric Févotte']",'Alberto Lumbreras',"Binary data matrices can represent many types of data such as social
networks, votes, or gene expression. In some cases, the analysis of binary
matrices can be tackled with nonnegative matrix factorization (NMF), where the
observed data matrix is approximated by the product of two smaller nonnegative
matrices. In this context, probabilistic NMF assumes a generative model where
the data is usually Bernoulli-distributed. Often, a link function is used to
map the factorization to the $[0,1]$ range, ensuring a valid Bernoulli mean
parameter. However, link functions have the potential disadvantage to lead to
uninterpretable models. Mean-parameterized NMF, on the contrary, overcomes this
problem. We propose a unified framework for Bayesian mean-parameterized
nonnegative binary matrix factorization models (NBMF). We analyze three models
which correspond to three possible constraints that respect the
mean-parametrization without the need for link functions. Furthermore, we
derive a novel collapsed Gibbs sampler and a collapsed variational algorithm to
infer the posterior distribution of the factors. Next, we extend the proposed
models to a nonparametric setting where the number of used latent dimensions is
automatically driven by the observed data. We analyze the performance of our
NBMF methods in multiple datasets for different tasks such as dictionary
learning and prediction of missing data. Experiments show that our methods
provide similar or superior results than the state of the art, while
automatically detecting the number of relevant components.",229
abs-1803.07952v1,An Exercise Fatigue Detection Model Based on Machine Learning Methods,Machine Learning (Statistics),stat.ML,2018-03-07,3/7/18,"['Ming-Yen Wu', 'Chi-Hua Chen', 'Chi-Chun Lo']",'Ming-Yen Wu',"This study proposes an exercise fatigue detection model based on real-time
clinical data which includes time domain analysis, frequency domain analysis,
detrended fluctuation analysis, approximate entropy, and sample entropy.
Furthermore, this study proposed a feature extraction method which is combined
with an analytical hierarchy process to analyze and extract critical features.
Finally, machine learning algorithms were adopted to analyze the data of each
feature for the detection of exercise fatigue. The practical experimental
results showed that the proposed exercise fatigue detection model and feature
extraction method could precisely detect the level of exercise fatigue, and the
accuracy of exercise fatigue detection could be improved up to 98.65%.",107
abs-2304.13593v1,"Thompson Sampling Regret Bounds for Contextual Bandits with sub-Gaussian
  rewards",Machine Learning (Statistics),stat.ML,2023-04-26,4/26/23,"['Amaury Gouverneur', 'Borja Rodríguez-Gálvez', 'Tobias J. Oechtering', 'Mikael Skoglund']",'Amaury Gouverneur',"In this work, we study the performance of the Thompson Sampling algorithm for
Contextual Bandit problems based on the framework introduced by Neu et al. and
their concept of lifted information ratio. First, we prove a comprehensive
bound on the Thompson Sampling expected cumulative regret that depends on the
mutual information of the environment parameters and the history. Then, we
introduce new bounds on the lifted information ratio that hold for sub-Gaussian
rewards, thus generalizing the results from Neu et al. which analysis requires
binary rewards. Finally, we provide explicit regret bounds for the special
cases of unstructured bounded contextual bandits, structured bounded contextual
bandits with Laplace likelihood, structured Bernoulli bandits, and bounded
linear contextual bandits.",116
abs-1609.07664v1,Max-Norm Optimization for Robust Matrix Recovery,Machine Learning (Statistics),stat.ML,2016-09-24,9/24/16,"['Ethan X. Fang', 'Han Liu', 'Kim-Chuan Toh', 'Wen-Xin Zhou']",'Ethan X. Fang',"This paper studies the matrix completion problem under arbitrary sampling
schemes. We propose a new estimator incorporating both max-norm and
nuclear-norm regularization, based on which we can conduct efficient low-rank
matrix recovery using a random subset of entries observed with additive noise
under general non-uniform and unknown sampling distributions. This method
significantly relaxes the uniform sampling assumption imposed for the widely
used nuclear-norm penalized approach, and makes low-rank matrix recovery
feasible in more practical settings. Theoretically, we prove that the proposed
estimator achieves fast rates of convergence under different settings.
Computationally, we propose an alternating direction method of multipliers
algorithm to efficiently compute the estimator, which bridges a gap between
theory and practice of machine learning methods with max-norm regularization.
Further, we provide thorough numerical studies to evaluate the proposed method
using both simulated and real datasets.",137
abs-1704.07228v2,Learning from Comparisons and Choices,Machine Learning (Statistics),stat.ML,2017-04-24,12/30/18,"['Sahand Negahban', 'Sewoong Oh', 'Kiran K. Thekumparampil', 'Jiaming Xu']",'Sahand Negahban',"When tracking user-specific online activities, each user's preference is
revealed in the form of choices and comparisons. For example, a user's purchase
history is a record of her choices, i.e. which item was chosen among a subset
of offerings. A user's preferences can be observed either explicitly as in
movie ratings or implicitly as in viewing times of news articles. Given such
individualized ordinal data in the form of comparisons and choices, we address
the problem of collaboratively learning representations of the users and the
items. The learned features can be used to predict a user's preference of an
unseen item to be used in recommendation systems. This also allows one to
compute similarities among users and items to be used for categorization and
search. Motivated by the empirical successes of the MultiNomial Logit (MNL)
model in marketing and transportation, and also more recent successes in word
embedding and crowdsourced image embedding, we pose this problem as learning
the MNL model parameters that best explain the data. We propose a convex
relaxation for learning the MNL model, and show that it is minimax optimal up
to a logarithmic factor by comparing its performance to a fundamental lower
bound. This characterizes the minimax sample complexity of the problem, and
proves that the proposed estimator cannot be improved upon other than by a
logarithmic factor. Further, the analysis identifies how the accuracy depends
on the topology of sampling via the spectrum of the sampling graph. This
provides a guideline for designing surveys when one can choose which items are
to be compared. This is accompanied by numerical simulations on synthetic and
real data sets, confirming our theoretical predictions.",276
abs-1803.09177v2,"Balanced Random Survival Forests for Extremely Unbalanced, Right
  Censored Data",Machine Learning (Statistics),stat.ML,2018-03-24,4/12/18,"['Kahkashan Afrin', 'Gurudev Illangovan', 'Sanjay S. Srivatsa', 'Satish T. S. Bukkapatnam']",'Kahkashan Afrin',"Accuracies of survival models for life expectancy prediction as well as
critical-care applications are significantly compromised due to the sparsity of
samples and extreme imbalance between the survival (usually, the majority) and
mortality class sizes. While a recent random survival forest (RSF) model
overcomes the limitations of the proportional hazard assumption, an imbalance
in the data results in an underestimation (overestimation) of the hazard of the
mortality (survival) classes. A balanced random survival forests (BRSF) model,
based on training the RSF model with data generated from a synthetic minority
sampling scheme is presented to address this gap. Theoretical results on the
effect of balancing on prediction accuracies in BRSF are reported. Benchmarking
studies were conducted using five datasets with different levels of class
imbalance from public repositories and an imbalanced dataset of 267 acute
cardiac patients, collected at the Heart, Artery, and Vein Center of Fresno,
CA. Investigations suggest that BRSF provides an improved discriminatory
strength between the survival and the mortality classes. It outperformed both
optimized Cox (without and with balancing) and RSF with an average reduction of
55\% in the prediction error over the next best alternative.",189
abs-1906.09480v1,"A neurally plausible model learns successor representations in partially
  observable environments",Machine Learning (Statistics),stat.ML,2019-06-22,6/22/19,"['Eszter Vertes', 'Maneesh Sahani']",'Eszter Vertes',"Animals need to devise strategies to maximize returns while interacting with
their environment based on incoming noisy sensory observations. Task-relevant
states, such as the agent's location within an environment or the presence of a
predator, are often not directly observable but must be inferred using
available sensory information. Successor representations (SR) have been
proposed as a middle-ground between model-based and model-free reinforcement
learning strategies, allowing for fast value computation and rapid adaptation
to changes in the reward function or goal locations. Indeed, recent studies
suggest that features of neural responses are consistent with the SR framework.
However, it is not clear how such representations might be learned and computed
in partially observed, noisy environments. Here, we introduce a neurally
plausible model using distributional successor features, which builds on the
distributed distributional code for the representation and computation of
uncertainty, and which allows for efficient value function computation in
partially observed environments via the successor representation. We show that
distributional successor features can support reinforcement learning in noisy
environments in which direct learning of successful policies is infeasible.",177
abs-1707.06626v2,"Learning to Draw Samples with Amortized Stein Variational Gradient
  Descent",Machine Learning (Statistics),stat.ML,2017-07-20,10/30/17,"['Yihao Feng', 'Dilin Wang', 'Qiang Liu']",'Yihao Feng',"We propose a simple algorithm to train stochastic neural networks to draw
samples from given target distributions for probabilistic inference. Our method
is based on iteratively adjusting the neural network parameters so that the
output changes along a Stein variational gradient direction (Liu & Wang, 2016)
that maximally decreases the KL divergence with the target distribution. Our
method works for any target distribution specified by their unnormalized
density function, and can train any black-box architectures that are
differentiable in terms of the parameters we want to adapt. We demonstrate our
method with a number of applications, including variational autoencoder (VAE)
with expressive encoders to model complex latent space structures, and
hyper-parameter learning of MCMC samplers that allows Bayesian inference to
adaptively improve itself when seeing more data.",127
abs-1803.03756v1,"Influence of the Event Rate on Discrimination Abilities of Bankruptcy
  Prediction Models",Machine Learning (Statistics),stat.ML,2018-03-10,3/10/18,"['Lili Zhang', 'Jennifer Priestley', 'Xuelei Ni']",'Lili Zhang',"In bankruptcy prediction, the proportion of events is very low, which is
often oversampled to eliminate this bias. In this paper, we study the influence
of the event rate on discrimination abilities of bankruptcy prediction models.
First the statistical association and significance of public records and
firmographics indicators with the bankruptcy were explored. Then the event rate
was oversampled from 0.12% to 10%, 20%, 30%, 40%, and 50%, respectively. Seven
models were developed, including Logistic Regression, Decision Tree, Random
Forest, Gradient Boosting, Support Vector Machine, Bayesian Network, and Neural
Network. Under different event rates, models were comprehensively evaluated and
compared based on Kolmogorov-Smirnov Statistic, accuracy, F1 score, Type I
error, Type II error, and ROC curve on the hold-out dataset with their best
probability cut-offs. Results show that Bayesian Network is the most
insensitive to the event rate, while Support Vector Machine is the most
sensitive.",146
abs-1602.02845v4,Online Active Linear Regression via Thresholding,Machine Learning (Statistics),stat.ML,2016-02-09,12/21/16,"['Carlos Riquelme', 'Ramesh Johari', 'Baosen Zhang']",'Carlos Riquelme',"We consider the problem of online active learning to collect data for
regression modeling. Specifically, we consider a decision maker with a limited
experimentation budget who must efficiently learn an underlying linear
population model. Our main contribution is a novel threshold-based algorithm
for selection of most informative observations; we characterize its performance
and fundamental lower bounds. We extend the algorithm and its guarantees to
sparse linear regression in high-dimensional settings. Simulations suggest the
algorithm is remarkably robust: it provides significant benefits over passive
random sampling in real-world datasets that exhibit high nonlinearity and high
dimensionality --- significantly reducing both the mean and variance of the
squared error.",107
abs-1904.02926v4,"Simultaneous Dimensionality and Complexity Model Selection for Spectral
  Graph Clustering",Machine Learning (Statistics),stat.ML,2019-04-05,9/22/20,"['Congyuan Yang', 'Carey E. Priebe', 'Youngser Park', 'David J. Marchette']",'Congyuan Yang',"Our problem of interest is to cluster vertices of a graph by identifying
underlying community structure. Among various vertex clustering approaches,
spectral clustering is one of the most popular methods because it is easy to
implement while often outperforming more traditional clustering algorithms.
However, there are two inherent model selection problems in spectral
clustering, namely estimating both the embedding dimension and number of
clusters. This paper attempts to address the issue by establishing a novel
model selection framework specifically for vertex clustering on graphs under a
stochastic block model. The first contribution is a probabilistic model which
approximates the distribution of the extended spectral embedding of a graph.
The model is constructed based on a theoretical result of asymptotic normality
of the informative part of the embedding, and on a simulation result providing
a conjecture for the limiting behavior of the redundant part of the embedding.
The second contribution is a simultaneous model selection framework. In
contrast with the traditional approaches, our model selection procedure
estimates embedding dimension and number of clusters simultaneously. Based on
our conjectured distributional model, a theorem on the consistency of the
estimates of model parameters is presented, providing support for the validity
of our method. Algorithms for our simultaneous model selection for vertex
clustering are proposed, demonstrating superior performance in simulation
experiments. We illustrate our method via application to a collection of brain
graphs.",229
abs-1902.10459v3,Data segmentation based on the local intrinsic dimension,Machine Learning (Statistics),stat.ML,2019-02-27,7/13/20,"['Michele Allegra', 'Elena Facco', 'Francesco Denti', 'Alessandro Laio', 'Antonietta Mira']",'Michele Allegra',"One of the founding paradigms of machine learning is that a small number of
variables is often sufficient to describe high-dimensional data. The minimum
number of variables required is called the intrinsic dimension (ID) of the
data. Contrary to common intuition, there are cases where the ID varies within
the same data set. This fact has been highlighted in technical discussions, but
seldom exploited to analyze large data sets and obtain insight into their
structure. Here we develop a robust approach to discriminate regions with
different local IDs and segment the points accordingly. Our approach is
computationally efficient and can be proficiently used even on large data sets.
We find that many real-world data sets contain regions with widely
heterogeneous dimensions. These regions host points differing in core
properties: folded vs unfolded configurations in a protein molecular dynamics
trajectory, active vs non-active regions in brain imaging data, and firms with
different financial risk in company balance sheets. A simple topological
feature, the local ID, is thus sufficient to achieve an unsupervised
segmentation of high-dimensional data, complementary to the one given by
clustering algorithms.",183
abs-2210.14184v2,Learning Ability of Interpolating Deep Convolutional Neural Networks,Machine Learning (Statistics),stat.ML,2022-10-25,8/16/23,"['Tian-Yi Zhou', 'Xiaoming Huo']",'Tian-Yi Zhou',"It is frequently observed that overparameterized neural networks generalize
well. Regarding such phenomena, existing theoretical work mainly devotes to
linear settings or fully-connected neural networks. This paper studies the
learning ability of an important family of deep neural networks, deep
convolutional neural networks (DCNNs), under both underparameterized and
overparameterized settings. We establish the first learning rates of
underparameterized DCNNs without parameter or function variable structure
restrictions presented in the literature. We also show that by adding
well-defined layers to a non-interpolating DCNN, we can obtain some
interpolating DCNNs that maintain the good learning rates of the
non-interpolating DCNN. This result is achieved by a novel network deepening
scheme designed for DCNNs. Our work provides theoretical verification of how
overfitted DCNNs generalize well.",122
abs-1705.08815v1,Power Systems Data Fusion based on Belief Propagation,Machine Learning (Statistics),stat.ML,2017-05-24,5/24/17,"['Francesco Fusco', 'Seshu Tirupathi', 'Robert Gormally']",'Francesco Fusco',"The increasing complexity of the power grid, due to higher penetration of
distributed resources and the growing availability of interconnected,
distributed metering devices re- quires novel tools for providing a unified and
consistent view of the system. A computational framework for power systems data
fusion, based on probabilistic graphical models, capable of combining
heterogeneous data sources with classical state estimation nodes and other
customised computational nodes, is proposed. The framework allows flexible
extension of the notion of grid state beyond the view of flows and injection in
bus-branch models, and an efficient, naturally distributed inference algorithm
can be derived. An application of the data fusion model to the quantification
of distributed solar energy is proposed through numerical examples based on
semi-synthetic simulations of the standard IEEE 14-bus test case.",129
abs-2103.01439v2,Fast Adaptation with Linearized Neural Networks,Machine Learning (Statistics),stat.ML,2021-03-02,4/28/21,"['Wesley J. Maddox', 'Shuai Tang', 'Pablo Garcia Moreno', 'Andrew Gordon Wilson', 'Andreas Damianou']",'Wesley J. Maddox',"The inductive biases of trained neural networks are difficult to understand
and, consequently, to adapt to new settings. We study the inductive biases of
linearizations of neural networks, which we show to be surprisingly good
summaries of the full network functions. Inspired by this finding, we propose a
technique for embedding these inductive biases into Gaussian processes through
a kernel designed from the Jacobian of the network. In this setting, domain
adaptation takes the form of interpretable posterior inference, with
accompanying uncertainty estimation. This inference is analytic and free of
local optima issues found in standard techniques such as fine-tuning neural
network weights to a new task. We develop significant computational speed-ups
based on matrix multiplies, including a novel implementation for scalable
Fisher vector products. Our experiments on both image classification and
regression demonstrate the promise and convenience of this framework for
transfer learning, compared to neural network fine-tuning. Code is available at
https://github.com/amzn/xfer/tree/master/finite_ntk.",154
