id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2310.08209v1,Conformal inference for regression on Riemannian Manifolds,Machine Learning (Statistics),stat.ML,2023-10-12,10/12/23,"['Alejandro Cholaquidis', 'Fabrice Gamboa', 'Leonardo Moreno']",'Alejandro Cholaquidis',"Regression on manifolds, and, more broadly, statistics on manifolds, has
garnered significant importance in recent years due to the vast number of
applications for this type of data. Circular data is a classic example, but so
is data in the space of covariance matrices, data on the Grassmannian manifold
obtained as a result of principal component analysis, among many others. In
this work we investigate prediction sets for regression scenarios when the
response variable, denoted by $Y$, resides in a manifold, and the covariable,
denoted by X, lies in Euclidean space. This extends the concepts delineated in
[Lei and Wasserman, 2014] to this novel context. Aligning with traditional
principles in conformal inference, these prediction sets are distribution-free,
indicating that no specific assumptions are imposed on the joint distribution
of $(X, Y)$, and they maintain a non-parametric character. We prove the
asymptotic almost sure convergence of the empirical version of these regions on
the manifold to their population counterparts. The efficiency of this method is
shown through a comprehensive simulation study and an analysis involving
real-world data.",176
abs-2306.11772v1,Time-Varying Transition Matrices with Multi-task Gaussian Processes,Machine Learning (Statistics),stat.ML,2023-06-20,6/20/23,['Ekin Ugurel'],'Ekin Ugurel',"In this paper, we present a kernel-based, multi-task Gaussian Process (GP)
model for approximating the underlying function of an individual's mobility
state using a time-inhomogeneous Markov Process with two states: moves and
pauses. Our approach accounts for the correlations between the transition
probabilities by creating a covariance matrix over the tasks. We also introduce
time-variability by assuming that an individual's transition probabilities vary
over time in response to exogenous variables. We enforce the stochasticity and
non-negativity constraints of probabilities in a Markov process through the
incorporation of a set of constraint points in the GP. We also discuss
opportunities to speed up GP estimation and inference in this context by
exploiting Toeplitz and Kronecker product structures. Our numerical experiments
demonstrate the ability of our formulation to enforce the desired constraints
while learning the functional form of transition probabilities.",138
abs-2305.00869v1,"Estimating the Density Ratio between Distributions with High Discrepancy
  using Multinomial Logistic Regression",Machine Learning (Statistics),stat.ML,2023-05-01,5/1/23,"['Akash Srivastava', 'Seungwook Han', 'Kai Xu', 'Benjamin Rhodes', 'Michael U. Gutmann']",'Akash Srivastava',"Functions of the ratio of the densities $p/q$ are widely used in machine
learning to quantify the discrepancy between the two distributions $p$ and $q$.
For high-dimensional distributions, binary classification-based density ratio
estimators have shown great promise. However, when densities are well
separated, estimating the density ratio with a binary classifier is
challenging. In this work, we show that the state-of-the-art density ratio
estimators perform poorly on well-separated cases and demonstrate that this is
due to distribution shifts between training and evaluation time. We present an
alternative method that leverages multi-class classification for density ratio
estimation and does not suffer from distribution shift issues. The method uses
a set of auxiliary densities $\{m_k\}_{k=1}^K$ and trains a multi-class
logistic regression to classify the samples from $p, q$, and $\{m_k\}_{k=1}^K$
into $K+2$ classes. We show that if these auxiliary densities are constructed
such that they overlap with $p$ and $q$, then a multi-class logistic regression
allows for estimating $\log p/q$ on the domain of any of the $K+2$
distributions and resolves the distribution shift problems of the current
state-of-the-art methods. We compare our method to state-of-the-art density
ratio estimators on both synthetic and real datasets and demonstrate its
superior performance on the tasks of density ratio estimation, mutual
information estimation, and representation learning. Code:
https://www.blackswhan.com/mdre/",213
abs-2409.05234v1,"Empowering Bayesian Neural Networks with Functional Priors through
  Anchored Ensembling for Mechanics Surrogate Modeling Applications",Machine Learning (Statistics),stat.ML,2024-09-08,9/8/24,"['Javad Ghorbanian', 'Nicholas Casaprima', 'Audrey Olivier']",'Javad Ghorbanian',"In recent years, neural networks (NNs) have become increasingly popular for
surrogate modeling tasks in mechanics and materials modeling applications.
While traditional NNs are deterministic functions that rely solely on data to
learn the input--output mapping, casting NN training within a Bayesian
framework allows to quantify uncertainties, in particular epistemic
uncertainties that arise from lack of training data, and to integrate a priori
knowledge via the Bayesian prior. However, the high dimensionality and
non-physicality of the NN parameter space, and the complex relationship between
parameters (NN weights) and predicted outputs, renders both prior design and
posterior inference challenging. In this work we present a novel BNN training
scheme based on anchored ensembling that can integrate a priori information
available in the function space, from e.g. low-fidelity models. The anchoring
scheme makes use of low-rank correlations between NN parameters, learnt from
pre-training to realizations of the functional prior. We also perform a study
to demonstrate how correlations between NN weights, which are often neglected
in existing BNN implementations, is critical to appropriately transfer
knowledge between the function-space and parameter-space priors. Performance of
our novel BNN algorithm is first studied on a small 1D example to illustrate
the algorithm's behavior in both interpolation and extrapolation settings.
Then, a thorough assessment is performed on a multi--input--output materials
surrogate modeling example, where we demonstrate the algorithm's capabilities
both in terms of accuracy and quality of the uncertainty estimation, for both
in-distribution and out-of-distribution data.",240
abs-2304.13534v5,A mean-field games laboratory for generative modeling,Machine Learning (Statistics),stat.ML,2023-04-26,10/24/23,"['Benjamin J. Zhang', 'Markos A. Katsoulakis']",'Benjamin J. Zhang',"We demonstrate the versatility of mean-field games (MFGs) as a mathematical
framework for explaining, enhancing, and designing generative models. In
generative flows, a Lagrangian formulation is used where each particle
(generated sample) aims to minimize a loss function over its simulated path.
The loss, however, is dependent on the paths of other particles, which leads to
a competition among the population of particles. The asymptotic behavior of
this competition yields a mean-field game. We establish connections between
MFGs and major classes of generative flows and diffusions including
continuous-time normalizing flows, score-based generative models (SGM), and
Wasserstein gradient flows. Furthermore, we study the mathematical properties
of each generative model by studying their associated MFG's optimality
condition, which is a set of coupled forward-backward nonlinear partial
differential equations. The mathematical structure described by the MFG
optimality conditions identifies the inductive biases of generative flows. We
investigate the well-posedness and structure of normalizing flows, unravel the
mathematical structure of SGMs, and derive a MFG formulation of Wasserstein
gradient flows. From an algorithmic perspective, the optimality conditions
yields Hamilton-Jacobi-Bellman (HJB) regularizers for enhanced training of
generative models. In particular, we propose and demonstrate an HJB-regularized
SGM with improved performance over standard SGMs. We present this framework as
an MFG laboratory which serves as a platform for revealing new avenues of
experimentation and invention of generative models.",222
abs-2412.01021v1,On the Feature Learning in Diffusion Models,Machine Learning (Statistics),stat.ML,2024-12-02,12/2/24,"['Andi Han', 'Wei Huang', 'Yuan Cao', 'Difan Zou']",'Andi Han',"The predominant success of diffusion models in generative modeling has
spurred significant interest in understanding their theoretical foundations. In
this work, we propose a feature learning framework aimed at analyzing and
comparing the training dynamics of diffusion models with those of traditional
classification models. Our theoretical analysis demonstrates that, under
identical settings, diffusion models, due to the denoising objective, are
encouraged to learn more balanced and comprehensive representations of the
data. In contrast, neural networks with a similar architecture trained for
classification tend to prioritize learning specific patterns in the data, often
focusing on easy-to-learn components. To support these theoretical insights, we
conduct several experiments on both synthetic and real-world datasets, which
empirically validate our findings and highlight the distinct feature learning
dynamics in diffusion models compared to classification.",129
abs-2405.12317v1,"Kernel spectral joint embeddings for high-dimensional noisy datasets
  using duo-landmark integral operators",Machine Learning (Statistics),stat.ML,2024-05-20,5/20/24,"['Xiucai Ding', 'Rong Ma']",'Xiucai Ding',"Integrative analysis of multiple heterogeneous datasets has become standard
practice in many research fields, especially in single-cell genomics and
medical informatics. Existing approaches oftentimes suffer from limited power
in capturing nonlinear structures, insufficient account of noisiness and
effects of high-dimensionality, lack of adaptivity to signals and sample sizes
imbalance, and their results are sometimes difficult to interpret. To address
these limitations, we propose a novel kernel spectral method that achieves
joint embeddings of two independently observed high-dimensional noisy datasets.
The proposed method automatically captures and leverages possibly shared
low-dimensional structures across datasets to enhance embedding quality. The
obtained low-dimensional embeddings can be utilized for many downstream tasks
such as simultaneous clustering, data visualization, and denoising. The
proposed method is justified by rigorous theoretical analysis. Specifically, we
show the consistency of our method in recovering the low-dimensional noiseless
signals, and characterize the effects of the signal-to-noise ratios on the
rates of convergence. Under a joint manifolds model framework, we establish the
convergence of ultimate embeddings to the eigenfunctions of some newly
introduced integral operators. These operators, referred to as duo-landmark
integral operators, are defined by the convolutional kernel maps of some
reproducing kernel Hilbert spaces (RKHSs). These RKHSs capture the either
partially or entirely shared underlying low-dimensional nonlinear signal
structures of the two datasets. Our numerical experiments and analyses of two
single-cell omics datasets demonstrate the empirical advantages of the proposed
method over existing methods in both embeddings and several downstream tasks.",241
abs-2412.13665v1,Time-Reversible Bridges of Data with Machine Learning,Machine Learning (Statistics),stat.ML,2024-12-18,12/18/24,['Ludwig Winkler'],'Ludwig Winkler',"The analysis of dynamical systems is a fundamental tool in the natural
sciences and engineering. It is used to understand the evolution of systems as
large as entire galaxies and as small as individual molecules. With predefined
conditions on the evolution of dy-namical systems, the underlying differential
equations have to fulfill specific constraints in time and space. This class of
problems is known as boundary value problems. This thesis presents novel
approaches to learn time-reversible deterministic and stochastic dynamics
constrained by initial and final conditions. The dynamics are inferred by
machine learning algorithms from observed data, which is in contrast to the
traditional approach of solving differential equations by numerical
integration. The work in this thesis examines a set of problems of increasing
difficulty each of which is concerned with learning a different aspect of the
dynamics. Initially, we consider learning deterministic dynamics from ground
truth solutions which are constrained by deterministic boundary conditions.
Secondly, we study a boundary value problem in discrete state spaces, where the
forward dynamics follow a stochastic jump process and the boundary conditions
are discrete probability distributions. In particular, the stochastic dynamics
of a specific jump process, the Ehrenfest process, is considered and the
reverse time dynamics are inferred with machine learning. Finally, we
investigate the problem of inferring the dynamics of a continuous-time
stochastic process between two probability distributions without any reference
information. Here, we propose a novel criterion to learn time-reversible
dynamics of two stochastic processes to solve the Schr\""odinger Bridge Problem.",249
abs-2410.04264v1,"Visualising Feature Learning in Deep Neural Networks by Diagonalizing
  the Forward Feature Map",Machine Learning (Statistics),stat.ML,2024-10-05,10/5/24,"['Yoonsoo Nam', 'Chris Mingard', 'Seok Hyeong Lee', 'Soufiane Hayou', 'Ard Louis']",'Yoonsoo Nam',"Deep neural networks (DNNs) exhibit a remarkable ability to automatically
learn data representations, finding appropriate features without human input.
Here we present a method for analysing feature learning by decomposing DNNs
into 1) a forward feature-map $\Phi$ that maps the input dataspace to the
post-activations of the penultimate layer, and 2) a final linear layer that
classifies the data. We diagonalize $\Phi$ with respect to the gradient descent
operator and track feature learning by measuring how the eigenfunctions and
eigenvalues of $\Phi$ change during training. Across many popular architectures
and classification datasets, we find that DNNs converge, after just a few
epochs, to a minimal feature (MF) regime dominated by a number of
eigenfunctions equal to the number of classes. This behaviour resembles the
neural collapse phenomenon studied at longer training times. For other DNN-data
combinations, such as a fully connected network on CIFAR10, we find an extended
feature (EF) regime where significantly more features are used. Optimal
generalisation performance upon hyperparameter tuning typically coincides with
the MF regime, but we also find examples of poor performance within the MF
regime. Finally, we recast the phenomenon of neural collapse into a kernel
picture which can be extended to broader tasks such as regression.",203
abs-2405.14778v1,"Optimal Rates for Vector-Valued Spectral Regularization Learning
  Algorithms",Machine Learning (Statistics),stat.ML,2024-05-23,5/23/24,"['Dimitri Meunier', 'Zikai Shen', 'Mattes Mollenhauer', 'Arthur Gretton', 'Zhu Li']",'Dimitri Meunier',"We study theoretical properties of a broad class of regularized algorithms
with vector-valued output. These spectral algorithms include kernel ridge
regression, kernel principal component regression, various implementations of
gradient descent and many more. Our contributions are twofold. First, we
rigorously confirm the so-called saturation effect for ridge regression with
vector-valued output by deriving a novel lower bound on learning rates; this
bound is shown to be suboptimal when the smoothness of the regression function
exceeds a certain level. Second, we present the upper bound for the finite
sample risk general vector-valued spectral algorithms, applicable to both
well-specified and misspecified scenarios (where the true regression function
lies outside of the hypothesis space) which is minimax optimal in various
regimes. All of our results explicitly allow the case of infinite-dimensional
output variables, proving consistency of recent practical applications.",136
abs-2410.01537v1,Attention layers provably solve single-location regression,Machine Learning (Statistics),stat.ML,2024-10-02,10/2/24,"['Pierre Marion', 'Raphaël Berthier', 'Gérard Biau', 'Claire Boyer']",'Pierre Marion',"Attention-based models, such as Transformer, excel across various tasks but
lack a comprehensive theoretical understanding, especially regarding token-wise
sparsity and internal linear representations. To address this gap, we introduce
the single-location regression task, where only one token in a sequence
determines the output, and its position is a latent random variable,
retrievable via a linear projection of the input. To solve this task, we
propose a dedicated predictor, which turns out to be a simplified version of a
non-linear self-attention layer. We study its theoretical properties, by
showing its asymptotic Bayes optimality and analyzing its training dynamics. In
particular, despite the non-convex nature of the problem, the predictor
effectively learns the underlying structure. This work highlights the capacity
of attention mechanisms to handle sparse token information and internal linear
structures.",130
abs-2409.17505v1,Sequential Kernelized Stein Discrepancy,Machine Learning (Statistics),stat.ML,2024-09-26,9/26/24,"['Diego Martinez-Taboada', 'Aaditya Ramdas']",'Diego Martinez-Taboada',"We present a sequential version of the kernelized Stein discrepancy, which
allows for conducting goodness-of-fit tests for unnormalized densities that are
continuously monitored and adaptively stopped. That is, the sample size need
not be fixed prior to data collection; the practitioner can choose whether to
stop the test or continue to gather evidence at any time while controlling the
false discovery rate. In stark contrast to related literature, we do not impose
uniform boundedness on the Stein kernel. Instead, we exploit the potential
boundedness of the Stein kernel at arbitrary point evaluations to define test
martingales, that give way to the subsequent novel sequential tests. We prove
the validity of the test, as well as an asymptotic lower bound for the
logarithmic growth of the wealth process under the alternative. We further
illustrate the empirical performance of the test with a variety of
distributions, including restricted Boltzmann machines.",148
abs-2303.11669v1,Universal Smoothed Score Functions for Generative Modeling,Machine Learning (Statistics),stat.ML,2023-03-21,3/21/23,"['Saeed Saremi', 'Rupesh Kumar Srivastava', 'Francis Bach']",'Saeed Saremi',"We consider the problem of generative modeling based on smoothing an unknown
density of interest in $\mathbb{R}^d$ using factorial kernels with $M$
independent Gaussian channels with equal noise levels introduced by Saremi and
Srivastava (2022). First, we fully characterize the time complexity of learning
the resulting smoothed density in $\mathbb{R}^{Md}$, called M-density, by
deriving a universal form for its parametrization in which the score function
is by construction permutation equivariant. Next, we study the time complexity
of sampling an M-density by analyzing its condition number for Gaussian
distributions. This spectral analysis gives a geometric insight on the ""shape""
of M-densities as one increases $M$. Finally, we present results on the sample
quality in this class of generative models on the CIFAR-10 dataset where we
report Fr\'echet inception distances (14.15), notably obtained with a single
noise level on long-run fast-mixing MCMC chains.",141
abs-2402.08847v2,Space-Time Diffusion Bridge,Machine Learning (Statistics),stat.ML,2024-02-13,7/7/24,"['Hamidreza Behjoo', 'Michael Chertkov']",'Hamidreza Behjoo',"In this study, we introduce a novel method for generating new synthetic
samples that are independent and identically distributed (i.i.d.) from
high-dimensional real-valued probability distributions, as defined implicitly
by a set of Ground Truth (GT) samples. Central to our method is the integration
of space-time mixing strategies that extend across temporal and spatial
dimensions. Our methodology is underpinned by three interrelated stochastic
processes designed to enable optimal transport from an easily tractable initial
probability distribution to the target distribution represented by the GT
samples: (a) linear processes incorporating space-time mixing that yield
Gaussian conditional probability densities, (b) their diffusion bridge analogs
that are conditioned to the initial and final state vectors, and (c) nonlinear
stochastic processes refined through score-matching techniques. The crux of our
training regime involves fine-tuning the nonlinear model, and potentially the
linear models -- to align closely with the GT data. We validate the efficacy of
our space-time diffusion approach with numerical experiments, laying the
groundwork for more extensive future theory and experiments to fully
authenticate the method, particularly providing a more efficient (possibly
simulation-free) inference.",179
abs-2406.07585v2,Rate-Preserving Reductions for Blackwell Approachability,Machine Learning (Statistics),stat.ML,2024-06-10,7/17/24,"['Christoph Dann', 'Yishay Mansour', 'Mehryar Mohri', 'Jon Schneider', 'Balasubramanian Sivan']",'Christoph Dann',"Abernethy et al. (2011) showed that Blackwell approachability and no-regret
learning are equivalent, in the sense that any algorithm that solves a specific
Blackwell approachability instance can be converted to a sublinear regret
algorithm for a specific no-regret learning instance, and vice versa. In this
paper, we study a more fine-grained form of such reductions, and ask when this
translation between problems preserves not only a sublinear rate of
convergence, but also preserves the optimal rate of convergence. That is, in
which cases does it suffice to find the optimal regret bound for a no-regret
learning instance in order to find the optimal rate of convergence for a
corresponding approachability instance?
  We show that the reduction of Abernethy et al. (2011) does not preserve
rates: their reduction may reduce a $d$-dimensional approachability instance
$I_1$ with optimal convergence rate $R_1$ to a no-regret learning instance
$I_2$ with optimal regret-per-round of $R_2$, with $R_{2}/R_{1}$ arbitrarily
large (in particular, it is possible that $R_1 = 0$ and $R_{2} > 0$). On the
other hand, we show that it is possible to tightly reduce any approachability
instance to an instance of a generalized form of regret minimization we call
improper $\phi$-regret minimization (a variant of the $\phi$-regret
minimization of Gordon et al. (2008) where the transformation functions may map
actions outside of the action set).
  Finally, we characterize when linear transformations suffice to reduce
improper $\phi$-regret minimization problems to standard classes of regret
minimization problems in a rate preserving manner. We prove that some improper
$\phi$-regret minimization instances cannot be reduced to either subclass of
instance in this way, suggesting that approachability can capture some problems
that cannot be phrased in the language of online learning.",282
