id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2102.00670v1,"Twice Mixing: A Rank Learning based Quality Assessment Approach for
  Underwater Image Enhancement",Computer Vision and Pattern Recognition,cs.CV,2021-02-01,2/1/21,"['Zhenqi Fu', 'Xueyang Fu', 'Yue Huang', 'Xinghao Ding']",'Zhenqi Fu',"To improve the quality of underwater images, various kinds of underwater
image enhancement (UIE) operators have been proposed during the past few years.
However, the lack of effective objective evaluation methods limits the further
development of UIE techniques. In this paper, we propose a novel rank learning
guided no-reference quality assessment method for UIE. Our approach, termed
Twice Mixing, is motivated by the observation that a mid-quality image can be
generated by mixing a high-quality image with its low-quality version. Typical
mixup algorithms linearly interpolate a given pair of input data. However, the
human visual system is non-uniformity and non-linear in processing images.
Therefore, instead of directly training a deep neural network based on the
mixed images and their absolute scores calculated by linear combinations, we
propose to train a Siamese Network to learn their quality rankings. Twice
Mixing is trained based on an elaborately formulated self-supervision
mechanism. Specifically, before each iteration, we randomly generate two mixing
ratios which will be employed for both generating virtual images and guiding
the network training. In the test phase, a single branch of the network is
extracted to predict the quality rankings of different UIE outputs. We conduct
extensive experiments on both synthetic and real-world datasets. Experimental
results demonstrate that our approach outperforms the previous methods
significantly.",214
abs-1805.08000v2,Adversarial Noise Layer: Regularize Neural Network By Adding Noise,Computer Vision and Pattern Recognition,cs.CV,2018-05-21,10/30/18,"['Zhonghui You', 'Jinmian Ye', 'Kunming Li', 'Zenglin Xu', 'Ping Wang']",'Zhonghui You',"In this paper, we introduce a novel regularization method called Adversarial
Noise Layer (ANL) and its efficient version called Class Adversarial Noise
Layer (CANL), which are able to significantly improve CNN's generalization
ability by adding carefully crafted noise into the intermediate layer
activations. ANL and CANL can be easily implemented and integrated with most of
the mainstream CNN-based models. We compared the effects of the different types
of noise and visually demonstrate that our proposed adversarial noise instruct
CNN models to learn to extract cleaner feature maps, which further reduce the
risk of over-fitting. We also conclude that models trained with ANL or CANL are
more robust to the adversarial examples generated by FGSM than the traditional
adversarial training approaches.",120
abs-1704.03135v3,Improving Pairwise Ranking for Multi-label Image Classification,Computer Vision and Pattern Recognition,cs.CV,2017-04-11,6/1/17,"['Yuncheng Li', 'Yale Song', 'Jiebo Luo']",'Yuncheng Li',"Learning to rank has recently emerged as an attractive technique to train
deep convolutional neural networks for various computer vision tasks. Pairwise
ranking, in particular, has been successful in multi-label image
classification, achieving state-of-the-art results on various benchmarks.
However, most existing approaches use the hinge loss to train their models,
which is non-smooth and thus is difficult to optimize especially with deep
networks. Furthermore, they employ simple heuristics, such as top-k or
thresholding, to determine which labels to include in the output from a ranked
list of labels, which limits their use in the real-world setting. In this work,
we propose two techniques to improve pairwise ranking based multi-label image
classification: (1) we propose a novel loss function for pairwise ranking,
which is smooth everywhere and thus is easier to optimize; and (2) we
incorporate a label decision module into the model, estimating the optimal
confidence thresholds for each visual concept. We provide theoretical analyses
of our loss function in the Bayes consistency and risk minimization framework,
and show its benefit over existing pairwise ranking formulations. We
demonstrate the effectiveness of our approach on three large-scale datasets,
VOC2007, NUS-WIDE and MS-COCO, achieving the best reported results in the
literature.",199
abs-2208.05785v3,Neural Mesh-Based Graphics,Computer Vision and Pattern Recognition,cs.CV,2022-08-10,9/5/22,"['Shubhendu Jena', 'Franck Multon', 'Adnane Boukhayma']",'Shubhendu Jena',"We revisit NPBG, the popular approach to novel view synthesis that introduced
the ubiquitous point feature neural rendering paradigm. We are interested in
particular in data-efficient learning with fast view synthesis. We achieve this
through a view-dependent mesh-based denser point descriptor rasterization, in
addition to a foreground/background scene rendering split, and an improved
loss. By training solely on a single scene, we outperform NPBG, which has been
trained on ScanNet and then scene finetuned. We also perform competitively with
respect to the state-of-the-art method SVS, which has been trained on the full
dataset (DTU and Tanks and Temples) and then scene finetuned, in spite of their
deeper neural renderer.",109
abs-1706.07841v1,Time Stretch Inspired Computational Imaging,Computer Vision and Pattern Recognition,cs.CV,2017-06-07,6/7/17,"['Bahram Jalali', 'Madhuri Suthar', 'Mohamad Asghari', 'Ata Mahjoubfar']",'Bahram Jalali',"We show that dispersive propagation of light followed by phase detection has
properties that can be exploited for extracting features from the waveforms.
This discovery is spearheading development of a new class of physics-inspired
algorithms for feature extraction from digital images with unique properties
and superior dynamic range compared to conventional algorithms. In certain
cases, these algorithms have the potential to be an energy efficient and
scalable substitute to synthetically fashioned computational techniques in
practice today.",76
abs-1911.08233v1,Dual affine moment invariants,Computer Vision and Pattern Recognition,cs.CV,2019-11-19,11/19/19,"['You Hao', 'Hanlin Mo', 'Qi Li', 'He Zhang', 'Hua Li']",'You Hao',"Affine transformation is one of the most common transformations in nature,
which is an important issue in the field of computer vision and shape analysis.
And affine transformations often occur in both shape and color space
simultaneously, which can be termed as Dual-Affine Transformation (DAT). In
general, we should derive invariants of different data formats separately, such
as 2D color images, 3D color objects, or even higher-dimensional data. To the
best of our knowledge, there is no general framework to derive invariants for
all of these data formats. In this paper, we propose a general framework to
derive moment invariants under DAT for objects in M-dimensional space with N
channels, which can be called dual-affine moment invariants (DAMI). Following
this framework, we present the generating formula of DAMI under DAT for 3D
color objects. Then, we instantiated a complete set of DAMI for 3D color
objects with orders and degrees no greater than 4. Finally, we analyze the
characteristic of these DAMI and conduct classification experiments to evaluate
the stability and discriminability of them. The results prove that DAMI is
robust for DAT. Our derivation framework can be applied to data in any
dimension with any number of channels.",199
abs-2103.12511v2,"Global Correlation Network: End-to-End Joint Multi-Object Detection and
  Tracking",Computer Vision and Pattern Recognition,cs.CV,2021-03-23,4/10/21,"['Xuewu Lin', 'Yu-ang Guo', 'Jianqiang Wang']",'Xuewu Lin',"Multi-object tracking (MOT) has made great progress in recent years, but
there are still some problems. Most MOT algorithms follow tracking-by-detection
framework, which separates detection and tracking into two independent parts.
Early tracking-by-detection algorithms need to do two feature extractions for
detection and tracking. Recently, some algorithms make the feature extraction
into one network, but the tracking part still relies on data association and
needs complex post-processing for life cycle management. Those methods do not
combine detection and tracking well. In this paper, we present a novel network
to realize joint multi-object detection and tracking in an end-to-end way,
called Global Correlation Network (GCNet). Different from most object detection
methods, GCNet introduces the global correlation layer for regression of
absolute size and coordinates of bounding boxes instead of offsets prediction.
The pipeline of detection and tracking by GCNet is conceptually simple, which
does not need non-maximum suppression, data association, and other complicated
tracking strategies. GCNet was evaluated on a multi-vehicle tracking dataset,
UA-DETRAC, and demonstrates promising performance compared to the
state-of-the-art detectors and trackers.",174
abs-1811.08560v1,Adjustable Real-time Style Transfer,Computer Vision and Pattern Recognition,cs.CV,2018-11-21,11/21/18,"['Mohammad Babaeizadeh', 'Golnaz Ghiasi']",'Mohammad Babaeizadeh',"Artistic style transfer is the problem of synthesizing an image with content
similar to a given image and style similar to another. Although recent
feed-forward neural networks can generate stylized images in real-time, these
models produce a single stylization given a pair of style/content images, and
the user doesn't have control over the synthesized output. Moreover, the style
transfer depends on the hyper-parameters of the model with varying ""optimum""
for different input images. Therefore, if the stylized output is not appealing
to the user, she/he has to try multiple models or retrain one with different
hyper-parameters to get a favorite stylization. In this paper, we address these
issues by proposing a novel method which allows adjustment of crucial
hyper-parameters, after the training and in real-time, through a set of
manually adjustable parameters. These parameters enable the user to modify the
synthesized outputs from the same pair of style/content images, in search of a
favorite stylized image. Our quantitative and qualitative experiments indicate
how adjusting these parameters is comparable to retraining the model with
different hyper-parameters. We also demonstrate how these parameters can be
randomized to generate results which are diverse but still very similar in
style and content.",198
abs-1712.00311v2,Folded Recurrent Neural Networks for Future Video Prediction,Computer Vision and Pattern Recognition,cs.CV,2017-12-01,3/16/18,"['Marc Oliu', 'Javier Selva', 'Sergio Escalera']",'Marc Oliu',"Future video prediction is an ill-posed Computer Vision problem that recently
received much attention. Its main challenges are the high variability in video
content, the propagation of errors through time, and the non-specificity of the
future frames: given a sequence of past frames there is a continuous
distribution of possible futures. This work introduces bijective Gated
Recurrent Units, a double mapping between the input and output of a GRU layer.
This allows for recurrent auto-encoders with state sharing between encoder and
decoder, stratifying the sequence representation and helping to prevent
capacity problems. We show how with this topology only the encoder or decoder
needs to be applied for input encoding and prediction, respectively. This
reduces the computational cost and avoids re-encoding the predictions when
generating a sequence of frames, mitigating the propagation of errors.
Furthermore, it is possible to remove layers from an already trained model,
giving an insight to the role performed by each layer and making the model more
explainable. We evaluate our approach on three video datasets, outperforming
state of the art prediction results on MMNIST and UCF101, and obtaining
competitive results on KTH with 2 and 3 times less memory usage and
computational cost than the best scored approach.",203
abs-2103.02264v5,ID-Unet: Iterative Soft and Hard Deformation for View Synthesis,Computer Vision and Pattern Recognition,cs.CV,2021-03-03,3/18/21,"['Mingyu Yin', 'Li Sun', 'Qingli Li']",'Mingyu Yin',"View synthesis is usually done by an autoencoder, in which the encoder maps a
source view image into a latent content code, and the decoder transforms it
into a target view image according to the condition. However, the source
contents are often not well kept in this setting, which leads to unnecessary
changes during the view translation. Although adding skipped connections, like
Unet, alleviates the problem, but it often causes the failure on the view
conformity. This paper proposes a new architecture by performing the
source-to-target deformation in an iterative way. Instead of simply
incorporating the features from multiple layers of the encoder, we design soft
and hard deformation modules, which warp the encoder features to the target
view at different resolutions, and give results to the decoder to complement
the details. Particularly, the current warping flow is not only used to align
the feature of the same resolution, but also as an approximation to coarsely
deform the high resolution feature. Then the residual flow is estimated and
applied in the high resolution, so that the deformation is built up in the
coarse-to-fine fashion. To better constrain the model, we synthesize a rough
target view image based on the intermediate flows and their warped features.
The extensive ablation studies and the final results on two different data sets
show the effectiveness of the proposed model.",225
abs-2203.10291v1,"Exploring Motion Ambiguity and Alignment for High-Quality Video Frame
  Interpolation",Computer Vision and Pattern Recognition,cs.CV,2022-03-19,3/19/22,"['Kun Zhou', 'Wenbo Li', 'Xiaoguang Han', 'Jiangbo Lu']",'Kun Zhou',"For video frame interpolation (VFI), existing deep-learning-based approaches
strongly rely on the ground-truth (GT) intermediate frames, which sometimes
ignore the non-unique nature of motion judging from the given adjacent frames.
As a result, these methods tend to produce averaged solutions that are not
clear enough. To alleviate this issue, we propose to relax the requirement of
reconstructing an intermediate frame as close to the GT as possible. Towards
this end, we develop a texture consistency loss (TCL) upon the assumption that
the interpolated content should maintain similar structures with their
counterparts in the given frames. Predictions satisfying this constraint are
encouraged, though they may differ from the pre-defined GT. Without the bells
and whistles, our plug-and-play TCL is capable of improving the performance of
existing VFI frameworks. On the other hand, previous methods usually adopt the
cost volume or correlation map to achieve more accurate image/feature warping.
However, the O(N^2) ({N refers to the pixel count}) computational complexity
makes it infeasible for high-resolution cases. In this work, we design a
simple, efficient (O(N)) yet powerful cross-scale pyramid alignment (CSPA)
module, where multi-scale information is highly exploited. Extensive
experiments justify the efficiency and effectiveness of the proposed strategy.",197
abs-1906.06446v1,Efficient Neural Network Approaches for Leather Defect Classification,Computer Vision and Pattern Recognition,cs.CV,2019-06-15,6/15/19,"['Sze-Teng Liong', 'Y. S. Gan', 'Kun-Hong Liu', 'Tran Quang Binh', 'Cong Tue Le', 'Chien An Wu', 'Cheng-Yan Yang', 'Yen-Chang Huang']",'Sze-Teng Liong',"Genuine leather, such as the hides of cows, crocodiles, lizards and goats
usually contain natural and artificial defects, like holes, fly bites, tick
marks, veining, cuts, wrinkles and others. A traditional solution to identify
the defects is by manual defect inspection, which involves skilled experts. It
is time consuming and may incur a high error rate and results in low
productivity. This paper presents a series of automatic image processing
processes to perform the classification of leather defects by adopting deep
learning approaches. Particularly, the leather images are first partitioned
into small patches,then it undergoes a pre-processing technique, namely the
Canny edge detection to enhance defect visualization. Next, artificial neural
network (ANN) and convolutional neural network (CNN) are employed to extract
the rich image features. The best classification result achieved is 80.3 %,
evaluated on a data set that consists of 2000 samples. In addition, the
performance metrics such as confusion matrix and Receiver Operating
Characteristic (ROC) are reported to demonstrate the efficiency of the method
proposed.",167
abs-1609.08399v1,House price estimation from visual and textual features,Computer Vision and Pattern Recognition,cs.CV,2016-09-27,9/27/16,"['Eman Ahmed', 'Mohamed Moustafa']",'Eman Ahmed',"Most existing automatic house price estimation systems rely only on some
textual data like its neighborhood area and the number of rooms. The final
price is estimated by a human agent who visits the house and assesses it
visually. In this paper, we propose extracting visual features from house
photographs and combining them with the house's textual information. The
combined features are fed to a fully connected multilayer Neural Network (NN)
that estimates the house price as its single output. To train and evaluate our
network, we have collected the first houses dataset (to our knowledge) that
combines both images and textual attributes. The dataset is composed of 535
sample houses from the state of California, USA. Our experiments showed that
adding the visual features increased the R-value by a factor of 3 and decreased
the Mean Square Error (MSE) by one order of magnitude compared with
textual-only features. Additionally, when trained on the benchmark textual-only
features housing dataset, our proposed NN still outperformed the existing model
published results.",169
abs-1804.10704v1,Extracting Lungs from CT Images using Fully Convolutional Networks,Computer Vision and Pattern Recognition,cs.CV,2018-04-27,4/27/18,"['Jeovane Honório Alves', 'Pedro Martins Moreira Neto', 'Lucas Ferrari de Oliveira']",'Jeovane Honório Alves',"Analysis of cancer and other pathological diseases, like the interstitial
lung diseases (ILDs), is usually possible through Computed Tomography (CT)
scans. To aid this, a preprocessing step of segmentation is performed to reduce
the area to be analyzed, segmenting the lungs and removing unimportant regions.
Generally, complex methods are developed to extract the lung region, also using
hand-made feature extractors to enhance segmentation. With the popularity of
deep learning techniques and its automated feature learning, we propose a lung
segmentation approach using fully convolutional networks (FCNs) combined with
fully connected conditional random fields (CRF), employed in many
state-of-the-art segmentation works. Aiming to develop a generalized approach,
the publicly available datasets from University Hospitals of Geneva (HUG) and
VESSEL12 challenge were studied, including many healthy and pathological CT
scans for evaluation. Experiments using the dataset individually, its trained
model on the other dataset and a combination of both datasets were employed.
Dice scores of $98.67\%\pm0.94\%$ for the HUG-ILD dataset and
$99.19\%\pm0.37\%$ for the VESSEL12 dataset were achieved, outperforming works
in the former and obtaining similar state-of-the-art results in the latter
dataset, showing the capability in using deep learning approaches.",188
abs-2203.11732v1,"ProgressiveMotionSeg: Mutually Reinforced Framework for Event-Based
  Motion Segmentation",Computer Vision and Pattern Recognition,cs.CV,2022-03-22,3/22/22,"['Jinze Chen', 'Yang Wang', 'Yang Cao', 'Feng Wu', 'Zheng-Jun Zha']",'Jinze Chen',"Dynamic Vision Sensor (DVS) can asynchronously output the events reflecting
apparent motion of objects with microsecond resolution, and shows great
application potential in monitoring and other fields. However, the output event
stream of existing DVS inevitably contains background activity noise (BA noise)
due to dark current and junction leakage current, which will affect the
temporal correlation of objects, resulting in deteriorated motion estimation
performance. Particularly, the existing filter-based denoising methods cannot
be directly applied to suppress the noise in event stream, since there is no
spatial correlation. To address this issue, this paper presents a novel
progressive framework, in which a Motion Estimation (ME) module and an Event
Denoising (ED) module are jointly optimized in a mutually reinforced manner.
Specifically, based on the maximum sharpness criterion, ME module divides the
input event into several segments by adaptive clustering in a motion
compensating warp field, and captures the temporal correlation of event stream
according to the clustered motion parameters. Taking temporal correlation as
guidance, ED module calculates the confidence that each event belongs to real
activity events, and transmits it to ME module to update energy function of
motion segmentation for noise suppression. The two steps are iteratively
updated until stable motion segmentation results are obtained. Extensive
experimental results on both synthetic and real datasets demonstrate the
superiority of our proposed approaches against the State-Of-The-Art (SOTA)
methods.",226
abs-2311.16512v4,CoSeR: Bridging Image and Language for Cognitive Super-Resolution,Computer Vision and Pattern Recognition,cs.CV,2023-11-27,12/21/23,"['Haoze Sun', 'Wenbo Li', 'Jianzhuang Liu', 'Haoyu Chen', 'Renjing Pei', 'Xueyi Zou', 'Youliang Yan', 'Yujiu Yang']",'Haoze Sun',"Existing super-resolution (SR) models primarily focus on restoring local
texture details, often neglecting the global semantic information within the
scene. This oversight can lead to the omission of crucial semantic details or
the introduction of inaccurate textures during the recovery process. In our
work, we introduce the Cognitive Super-Resolution (CoSeR) framework, empowering
SR models with the capacity to comprehend low-resolution images. We achieve
this by marrying image appearance and language understanding to generate a
cognitive embedding, which not only activates prior information from large
text-to-image diffusion models but also facilitates the generation of
high-quality reference images to optimize the SR process. To further improve
image fidelity, we propose a novel condition injection scheme called
""All-in-Attention"", consolidating all conditional information into a single
module. Consequently, our method successfully restores semantically correct and
photorealistic details, demonstrating state-of-the-art performance across
multiple benchmarks. Code: https://github.com/VINHYU/CoSeR",141
abs-1611.08588v2,PVANet: Lightweight Deep Neural Networks for Real-time Object Detection,Computer Vision and Pattern Recognition,cs.CV,2016-11-23,12/9/16,"['Sanghoon Hong', 'Byungseok Roh', 'Kye-Hyeon Kim', 'Yeongjae Cheon', 'Minje Park']",'Sanghoon Hong',"In object detection, reducing computational cost is as important as improving
accuracy for most practical usages. This paper proposes a novel network
structure, which is an order of magnitude lighter than other state-of-the-art
networks while maintaining the accuracy. Based on the basic principle of more
layers with less channels, this new deep neural network minimizes its
redundancy by adopting recent innovations including C.ReLU and Inception
structure. We also show that this network can be trained efficiently to achieve
solid results on well-known object detection benchmarks: 84.9% and 84.2% mAP on
VOC2007 and VOC2012 while the required compute is less than 10% of the recent
ResNet-101.",105
abs-1903.01581v1,On measuring the iconicity of a face,Computer Vision and Pattern Recognition,cs.CV,2019-03-04,3/4/19,"['Prithviraj Dhar', 'Carlos D. Castillo', 'Rama Chellappa']",'Prithviraj Dhar',"For a given identity in a face dataset, there are certain iconic images which
are more representative of the subject than others. In this paper, we explore
the problem of computing the iconicity of a face. The premise of the proposed
approach is as follows: For an identity containing a mixture of iconic and non
iconic images, if a given face cannot be successfully matched with any other
face of the same identity, then the iconicity of the face image is low. Using
this information, we train a Siamese Multi-Layer Perceptron network, such that
each of its twins predict iconicity scores of the image feature pair, fed in as
input. We observe the variation of the obtained scores with respect to
covariates such as blur, yaw, pitch, roll and occlusion to demonstrate that
they effectively predict the quality of the image and compare it with other
existing metrics. Furthermore, we use these scores to weight features for
template-based face verification and compare it with media averaging of
features.",168
abs-1709.09496v2,Drought Stress Classification using 3D Plant Models,Computer Vision and Pattern Recognition,cs.CV,2017-09-21,10/18/17,"['Siddharth Srivastava', 'Swati Bhugra', 'Brejesh Lall', 'Santanu Chaudhury']",'Siddharth Srivastava',"Quantification of physiological changes in plants can capture different
drought mechanisms and assist in selection of tolerant varieties in a high
throughput manner. In this context, an accurate 3D model of plant canopy
provides a reliable representation for drought stress characterization in
contrast to using 2D images. In this paper, we propose a novel end-to-end
pipeline including 3D reconstruction, segmentation and feature extraction,
leveraging deep neural networks at various stages, for drought stress study. To
overcome the high degree of self-similarities and self-occlusions in plant
canopy, prior knowledge of leaf shape based on features from deep siamese
network are used to construct an accurate 3D model using structure from motion
on wheat plants. The drought stress is characterized with a deep network based
feature aggregation. We compare the proposed methodology on several
descriptors, and show that the network outperforms conventional methods.",141
