id,title,category,category_code,published_date,updated_date,authors,first_author,summary,summary_word_count
abs-2412.15588v1,"NeSyCoCo: A Neuro-Symbolic Concept Composer for Compositional
  Generalization",Computation and Language (Natural Language Processing),cs.CL,2024-12-20,12/20/24,"['Danial Kamali', 'Elham J. Barezi', 'Parisa Kordjamshidi']",'Danial Kamali',"Compositional generalization is crucial for artificial intelligence agents to
solve complex vision-language reasoning tasks. Neuro-symbolic approaches have
demonstrated promise in capturing compositional structures, but they face
critical challenges: (a) reliance on predefined predicates for symbolic
representations that limit adaptability, (b) difficulty in extracting
predicates from raw data, and (c) using non-differentiable operations for
combining primitive concepts. To address these issues, we propose NeSyCoCo, a
neuro-symbolic framework that leverages large language models (LLMs) to
generate symbolic representations and map them to differentiable neural
computations. NeSyCoCo introduces three innovations: (a) augmenting natural
language inputs with dependency structures to enhance the alignment with
symbolic representations, (b) employing distributed word representations to
link diverse, linguistically motivated logical predicates to neural modules,
and (c) using the soft composition of normalized predicate scores to align
symbolic and differentiable reasoning. Our framework achieves state-of-the-art
results on the ReaSCAN and CLEVR-CoGenT compositional generalization benchmarks
and demonstrates robust performance with novel concepts in the CLEVR-SYN
benchmark.",157
abs-2403.14374v1,FIT-RAG: Black-Box RAG with Factual Information and Token Reduction,Computation and Language (Natural Language Processing),cs.CL,2024-03-21,3/21/24,"['Yuren Mao', 'Xuemei Dong', 'Wenyi Xu', 'Yunjun Gao', 'Bin Wei', 'Ying Zhang']",'Yuren Mao',"Due to the extraordinarily large number of parameters, fine-tuning Large
Language Models (LLMs) to update long-tail or out-of-date knowledge is
impractical in lots of applications. To avoid fine-tuning, we can alternatively
treat a LLM as a black-box (i.e., freeze the parameters of the LLM) and augment
it with a Retrieval-Augmented Generation (RAG) system, namely black-box RAG.
Recently, black-box RAG has achieved success in knowledge-intensive tasks and
has gained much attention. Existing black-box RAG methods typically fine-tune
the retriever to cater to LLMs' preferences and concatenate all the retrieved
documents as the input, which suffers from two issues: (1) Ignorance of Factual
Information. The LLM preferred documents may not contain the factual
information for the given question, which can mislead the retriever and hurt
the effectiveness of black-box RAG; (2) Waste of Tokens. Simply concatenating
all the retrieved documents brings large amounts of unnecessary tokens for
LLMs, which degenerates the efficiency of black-box RAG. To address these
issues, this paper proposes a novel black-box RAG framework which utilizes the
factual information in the retrieval and reduces the number of tokens for
augmentation, dubbed FIT-RAG. FIT-RAG utilizes the factual information by
constructing a bi-label document scorer. Besides, it reduces the tokens by
introducing a self-knowledge recognizer and a sub-document-level token reducer.
FIT-RAG achieves both superior effectiveness and efficiency, which is validated
by extensive experiments across three open-domain question-answering datasets:
TriviaQA, NQ and PopQA. FIT-RAG can improve the answering accuracy of
Llama2-13B-Chat by 14.3\% on TriviaQA, 19.9\% on NQ and 27.5\% on PopQA,
respectively. Furthermore, it can save approximately half of the tokens on
average across the three datasets.",266
abs-2403.08174v1,Rethinking Loss Functions for Fact Verification,Computation and Language (Natural Language Processing),cs.CL,2024-03-13,3/13/24,"['Yuta Mukobara', 'Yutaro Shigeto', 'Masashi Shimbo']",'Yuta Mukobara',"We explore loss functions for fact verification in the FEVER shared task.
While the cross-entropy loss is a standard objective for training verdict
predictors, it fails to capture the heterogeneity among the FEVER verdict
classes. In this paper, we develop two task-specific objectives tailored to
FEVER. Experimental results confirm that the proposed objective functions
outperform the standard cross-entropy. Performance is further improved when
these objectives are combined with simple class weighting, which effectively
overcomes the imbalance in the training data. The souce code is available at
https://github.com/yuta-mukobara/RLF-KGAT",87
abs-2403.00418v3,"LLMs for Targeted Sentiment in News Headlines: Exploring the
  Descriptive-Prescriptive Dilemma",Computation and Language (Natural Language Processing),cs.CL,2024-03-01,10/30/24,"['Jana Juroš', 'Laura Majer', 'Jan Šnajder']",'Jana Juroš',"News headlines often evoke sentiment by intentionally portraying entities in
particular ways, making targeted sentiment analysis (TSA) of headlines a
worthwhile but difficult task. Due to its subjectivity, creating TSA datasets
can involve various annotation paradigms, from descriptive to prescriptive,
either encouraging or limiting subjectivity. LLMs are a good fit for TSA due to
their broad linguistic and world knowledge and in-context learning abilities,
yet their performance depends on prompt design. In this paper, we compare the
accuracy of state-of-the-art LLMs and fine-tuned encoder models for TSA of news
headlines using descriptive and prescriptive datasets across several languages.
Exploring the descriptive--prescriptive continuum, we analyze how performance
is affected by prompt prescriptiveness, ranging from plain zero-shot to
elaborate few-shot prompts. Finally, we evaluate the ability of LLMs to
quantify uncertainty via calibration error and comparison to human label
variation. We find that LLMs outperform fine-tuned encoders on descriptive
datasets, while calibration and F1-score generally improve with increased
prescriptiveness, yet the optimal level varies.",162
abs-2311.05601v1,FAMuS: Frames Across Multiple Sources,Computation and Language (Natural Language Processing),cs.CL,2023-11-09,11/9/23,"['Siddharth Vashishtha', 'Alexander Martin', 'William Gantt', 'Benjamin Van Durme', 'Aaron Steven White']",'Siddharth Vashishtha',"Understanding event descriptions is a central aspect of language processing,
but current approaches focus overwhelmingly on single sentences or documents.
Aggregating information about an event \emph{across documents} can offer a much
richer understanding. To this end, we present FAMuS, a new corpus of Wikipedia
passages that \emph{report} on some event, paired with underlying,
genre-diverse (non-Wikipedia) \emph{source} articles for the same event. Events
and (cross-sentence) arguments in both report and source are annotated against
FrameNet, providing broad coverage of different event types. We present results
on two key event understanding tasks enabled by FAMuS: \emph{source validation}
-- determining whether a document is a valid source for a target report event
-- and \emph{cross-document argument extraction} -- full-document argument
extraction for a target event from both its report and the correct source
article. We release both FAMuS and our models to support further research.",142
abs-2404.19315v1,Modeling Orthographic Variation in Occitan's Dialects,Computation and Language (Natural Language Processing),cs.CL,2024-04-30,4/30/24,"['Zachary William Hopton', 'Noëmi Aepli']",'Zachary William Hopton',"Effectively normalizing textual data poses a considerable challenge,
especially for low-resource languages lacking standardized writing systems. In
this study, we fine-tuned a multilingual model with data from several Occitan
dialects and conducted a series of experiments to assess the model's
representations of these dialects. For evaluation purposes, we compiled a
parallel lexicon encompassing four Occitan dialects. Intrinsic evaluations of
the model's embeddings revealed that surface similarity between the dialects
strengthened representations. When the model was further fine-tuned for
part-of-speech tagging and Universal Dependency parsing, its performance was
robust to dialectical variation, even when trained solely on part-of-speech
data from a single dialect. Our findings suggest that large multilingual models
minimize the need for spelling normalization during pre-processing.",117
abs-2305.02118v2,"Pay More Attention to Relation Exploration for Knowledge Base Question
  Answering",Computation and Language (Natural Language Processing),cs.CL,2023-05-03,5/25/23,"['Yong Cao', 'Xianzhi Li', 'Huiwen Liu', 'Wen Dai', 'Shuai Chen', 'Bin Wang', 'Min Chen', 'Daniel Hershcovich']",'Yong Cao',"Knowledge base question answering (KBQA) is a challenging task that aims to
retrieve correct answers from large-scale knowledge bases. Existing attempts
primarily focus on entity representation and final answer reasoning, which
results in limited supervision for this task. Moreover, the relations, which
empirically determine the reasoning path selection, are not fully considered in
recent advancements. In this study, we propose a novel framework, RE-KBQA, that
utilizes relations in the knowledge base to enhance entity representation and
introduce additional supervision. We explore guidance from relations in three
aspects, including (1) distinguishing similar entities by employing a
variational graph auto-encoder to learn relation importance; (2) exploring
extra supervision by predicting relation distributions as soft labels with a
multi-task scheme; (3) designing a relation-guided re-ranking algorithm for
post-processing. Experimental results on two benchmark datasets demonstrate the
effectiveness and superiority of our framework, improving the F1 score by 5.7%
from 40.5 to 46.3 on CWQ and 5.8% from 62.8 to 68.5 on WebQSP, better or on par
with state-of-the-art methods.",166
abs-2310.18376v4,"SQLformer: Deep Auto-Regressive Query Graph Generation for Text-to-SQL
  Translation",Computation and Language (Natural Language Processing),cs.CL,2023-10-27,5/27/24,"['Adrián Bazaga', 'Pietro Liò', 'Gos Micklem']",'Adrián Bazaga',"In recent years, the task of text-to-SQL translation, which converts natural
language questions into executable SQL queries, has gained significant
attention for its potential to democratize data access. Despite its promise,
challenges such as adapting to unseen databases and aligning natural language
with SQL syntax have hindered widespread adoption. To overcome these issues, we
introduce SQLformer, a novel Transformer architecture specifically crafted to
perform text-to-SQL translation tasks. Our model predicts SQL queries as
abstract syntax trees (ASTs) in an autoregressive way, incorporating structural
inductive bias in the encoder and decoder layers. This bias, guided by database
table and column selection, aids the decoder in generating SQL query ASTs
represented as graphs in a Breadth-First Search canonical order. Our
experiments demonstrate that SQLformer achieves state-of-the-art performance
across six prominent text-to-SQL benchmarks.",130
abs-2404.07117v1,"Continuous Language Model Interpolation for Dynamic and Controllable
  Text Generation",Computation and Language (Natural Language Processing),cs.CL,2024-04-10,4/10/24,"['Sara Kangaslahti', 'David Alvarez-Melis']",'Sara Kangaslahti',"As large language models (LLMs) have gained popularity for a variety of use
cases, making them adaptable and controllable has become increasingly
important, especially for user-facing applications. While the existing
literature on LLM adaptation primarily focuses on finding a model (or models)
that optimizes a single predefined objective, here we focus on the challenging
case where the model must dynamically adapt to diverse -- and often changing --
user preferences. For this, we leverage adaptation methods based on linear
weight interpolation, casting them as continuous multi-domain interpolators
that produce models with specific prescribed generation characteristics
on-the-fly. Specifically, we use low-rank updates to fine-tune a base model to
various different domains, yielding a set of anchor models with distinct
generation profiles. Then, we use the weight updates of these anchor models to
parametrize the entire (infinite) class of models contained within their convex
hull. We empirically show that varying the interpolation weights yields
predictable and consistent change in the model outputs with respect to all of
the controlled attributes. We find that there is little entanglement between
most attributes and identify and discuss the pairs of attributes for which this
is not the case. Our results suggest that linearly interpolating between the
weights of fine-tuned models facilitates predictable, fine-grained control of
model outputs with respect to multiple stylistic characteristics
simultaneously.",219
abs-2406.05186v1,"Correlation Does Not Imply Compensation: Complexity and Irregularity in
  the Lexicon",Computation and Language (Natural Language Processing),cs.CL,2024-06-07,6/7/24,"['Amanda Doucette', 'Ryan Cotterell', 'Morgan Sonderegger', ""Timothy J. O'Donnell""]",'Amanda Doucette',"It has been claimed that within a language, morphologically irregular words
are more likely to be phonotactically simple and morphologically regular words
are more likely to be phonotactically complex. This inverse correlation has
been demonstrated in English for a small sample of words, but has yet to be
shown for a larger sample of languages. Furthermore, frequency and word length
are known to influence both phonotactic complexity and morphological
irregularity, and they may be confounding factors in this relationship.
Therefore, we examine the relationships between all pairs of these four
variables both to assess the robustness of previous findings using improved
methodology and as a step towards understanding the underlying causal
relationship. Using information-theoretic measures of phonotactic complexity
and morphological irregularity (Pimentel et al., 2020; Wu et al., 2019) on 25
languages from UniMorph, we find that there is evidence of a positive
relationship between morphological irregularity and phonotactic complexity
within languages on average, although the direction varies within individual
languages. We also find weak evidence of a negative relationship between word
length and morphological irregularity that had not been previously identified,
and that some existing findings about the relationships between these four
variables are not as robust as previously thought.",201
abs-2309.08448v2,"Advancing the Evaluation of Traditional Chinese Language Models: Towards
  a Comprehensive Benchmark Suite",Computation and Language (Natural Language Processing),cs.CL,2023-09-15,10/2/23,"['Chan-Jan Hsu', 'Chang-Le Liu', 'Feng-Ting Liao', 'Po-Chun Hsu', 'Yi-Chang Chen', 'Da-shan Shiu']",'Chan-Jan Hsu',"The evaluation of large language models is an essential task in the field of
language understanding and generation. As language models continue to advance,
the need for effective benchmarks to assess their performance has become
imperative. In the context of Traditional Chinese, there is a scarcity of
comprehensive and diverse benchmarks to evaluate the capabilities of language
models, despite the existence of certain benchmarks such as DRCD, TTQA, CMDQA,
and FGC dataset. To address this gap, we propose a novel set of benchmarks that
leverage existing English datasets and are tailored to evaluate language models
in Traditional Chinese. These benchmarks encompass a wide range of tasks,
including contextual question-answering, summarization, classification, and
table understanding. The proposed benchmarks offer a comprehensive evaluation
framework, enabling the assessment of language models' capabilities across
different tasks. In this paper, we evaluate the performance of GPT-3.5,
Taiwan-LLaMa-v1.0, and Model 7-C, our proprietary model, on these benchmarks.
The evaluation results highlight that our model, Model 7-C, achieves
performance comparable to GPT-3.5 with respect to a part of the evaluated
capabilities. In an effort to advance the evaluation of language models in
Traditional Chinese and stimulate further research in this field, we have
open-sourced our benchmark and opened the model for trial.",205
abs-2305.13697v1,"UNIMO-3: Multi-granularity Interaction for Vision-Language
  Representation Learning",Computation and Language (Natural Language Processing),cs.CL,2023-05-23,5/23/23,"['Hao Yang', 'Can Gao', 'Hao Líu', 'Xinyan Xiao', 'Yanyan Zhao', 'Bing Qin']",'Hao Yang',"Vision-and-language (VL) pre-training, which aims to learn a general
representation of image-text pairs that can be transferred to various
vision-and-language tasks. Compared with modeling uni-modal data, the main
challenge of the VL model is: how to learn the cross-modal interaction from
multimodal data, especially the fine-grained interaction. Existing works have
shown that fully transformer-based models that adopt attention mechanisms to
learn in-layer cross-model interaction can demonstrate impressive performance
on various cross-modal downstream tasks. However, they ignored that the
semantic information of the different modals at the same layer was not uniform,
which leads to the cross-modal interaction collapsing into a limited
multi-modal semantic information interaction. In this work, we propose the
UNIMO-3 model, which has the capacity to simultaneously learn the multimodal
in-layer interaction and cross-layer interaction. UNIMO-3 model can establish
effective connections between different layers in a cross-modal encoder, and
adaptively capture the interaction between two modalities at different levels.
The experimental results show that our model achieves state-of-the-art
performance in various downstream tasks, and through ablation study can prove
that effective cross-layer learning improves the model's ability of multimodal
representation.",182
abs-2403.09719v1,"Mevaker: Conclusion Extraction and Allocation Resources for the Hebrew
  Language",Computation and Language (Natural Language Processing),cs.CL,2024-03-12,3/12/24,"['Vitaly Shalumov', 'Harel Haskey', 'Yuval Solaz']",'Vitaly Shalumov',"In this paper, we introduce summarization MevakerSumm and conclusion
extraction MevakerConc datasets for the Hebrew language based on the State
Comptroller and Ombudsman of Israel reports, along with two auxiliary datasets.
We accompany these datasets with models for conclusion extraction (HeConE,
HeConEspc) and conclusion allocation (HeCross). All of the code, datasets, and
model checkpoints used in this work are publicly available.",61
